image_path,cache_path,file_stem,traffic_type,variant,hardware_source,label,assigned_q,evaluation_split,selection_scope,evidence_role,saved_attack_probability
train/attack/digital_1/huawei/arabic-024_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-024_03.jpg,arabic-024_03,attack,digital_1,huawei,1,78,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/arabic-024_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-024_03.jpg,arabic-024_03,attack,digital_1,iphone15pro,1,79,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/arabic-024_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-024_03.jpg,arabic-024_03,attack,digital_1,scan,1,74,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/arabic-120_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-120_03.jpg,arabic-120_03,attack,digital_1,huawei,1,67,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/arabic-120_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-120_03.jpg,arabic-120_03,attack,digital_1,iphone15pro,1,65,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/arabic-120_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-120_03.jpg,arabic-120_03,attack,digital_1,scan,1,65,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1048.jpg,arabic-NF-1048,attack,digital_1,huawei,1,55,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,attack,digital_1,iphone15pro,1,57,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1048.jpg,arabic-NF-1048,attack,digital_1,scan,1,50,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1098.jpg,arabic-NF-1098,attack,digital_1,huawei,1,68,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,attack,digital_1,iphone15pro,1,57,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/arabic-NF-1098.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1098.jpg,arabic-NF-1098,attack,digital_1,scan,1,90,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NM-1090.jpg,arabic-NM-1090,attack,digital_1,huawei,1,55,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,arabic-NM-1090,attack,digital_1,iphone15pro,1,63,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NM-1090.jpg,arabic-NM-1090,attack,digital_1,scan,1,80,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/chinese-001_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-001_03.jpg,chinese-001_03,attack,digital_1,huawei,1,77,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/chinese-001_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-001_03.jpg,chinese-001_03,attack,digital_1,iphone15pro,1,70,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/chinese-001_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-001_03.jpg,chinese-001_03,attack,digital_1,scan,1,82,dev_val,all_attacks,heldout_primary,0.99951171875
train/attack/digital_1/huawei/chinese-113_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-113_03.jpg,chinese-113_03,attack,digital_1,huawei,1,85,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/chinese-113_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-113_03.jpg,chinese-113_03,attack,digital_1,iphone15pro,1,72,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/chinese-113_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-113_03.jpg,chinese-113_03,attack,digital_1,scan,1,58,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/chinese-142_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-142_03.jpg,chinese-142_03,attack,digital_1,huawei,1,60,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/chinese-142_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-142_03.jpg,chinese-142_03,attack,digital_1,iphone15pro,1,56,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/chinese-142_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-142_03.jpg,chinese-142_03,attack,digital_1,scan,1,65,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/chinese-NF-1050.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1050.jpg,chinese-NF-1050,attack,digital_1,huawei,1,58,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1050.jpg,chinese-NF-1050,attack,digital_1,iphone15pro,1,72,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/chinese-NF-1050.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1050.jpg,chinese-NF-1050,attack,digital_1,scan,1,50,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/chinese-NF-1085.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1085.jpg,chinese-NF-1085,attack,digital_1,huawei,1,76,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/chinese-NF-1085.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1085.jpg,chinese-NF-1085,attack,digital_1,iphone15pro,1,58,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/chinese-NF-1085.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1085.jpg,chinese-NF-1085,attack,digital_1,scan,1,50,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/chinese-NM-1092.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NM-1092.jpg,chinese-NM-1092,attack,digital_1,huawei,1,61,dev_val,all_attacks,heldout_primary,0.99951171875
train/attack/digital_1/iphone15pro/chinese-NM-1092.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NM-1092.jpg,chinese-NM-1092,attack,digital_1,iphone15pro,1,64,dev_val,all_attacks,heldout_primary,0.9970703125
train/attack/digital_1/scan/chinese-NM-1092.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NM-1092.jpg,chinese-NM-1092,attack,digital_1,scan,1,85,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/french-019_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/french-019_03.jpg,french-019_03,attack,digital_1,huawei,1,77,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/french-019_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/french-019_03.jpg,french-019_03,attack,digital_1,iphone15pro,1,50,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/french-019_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/french-019_03.jpg,french-019_03,attack,digital_1,scan,1,82,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/french-114_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/french-114_03.jpg,french-114_03,attack,digital_1,huawei,1,75,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/french-114_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/french-114_03.jpg,french-114_03,attack,digital_1,iphone15pro,1,64,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/french-114_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/french-114_03.jpg,french-114_03,attack,digital_1,scan,1,61,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/french-124_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/french-124_03.jpg,french-124_03,attack,digital_1,huawei,1,87,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/french-124_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/french-124_03.jpg,french-124_03,attack,digital_1,iphone15pro,1,76,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/french-124_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/french-124_03.jpg,french-124_03,attack,digital_1,scan,1,87,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/french-128_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/french-128_03.jpg,french-128_03,attack,digital_1,huawei,1,89,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/french-128_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/french-128_03.jpg,french-128_03,attack,digital_1,iphone15pro,1,68,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/french-128_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/french-128_03.jpg,french-128_03,attack,digital_1,scan,1,56,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/french-NF-1047.jpg,data/processed/policy_c/train/attack/digital_1/huawei/french-NF-1047.jpg,french-NF-1047,attack,digital_1,huawei,1,83,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/french-NF-1047.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/french-NF-1047.jpg,french-NF-1047,attack,digital_1,iphone15pro,1,83,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/french-NF-1047.jpg,data/processed/policy_c/train/attack/digital_1/scan/french-NF-1047.jpg,french-NF-1047,attack,digital_1,scan,1,74,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/french-NF-1082.jpg,data/processed/policy_c/train/attack/digital_1/huawei/french-NF-1082.jpg,french-NF-1082,attack,digital_1,huawei,1,71,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/french-NF-1082.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/french-NF-1082.jpg,french-NF-1082,attack,digital_1,iphone15pro,1,58,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/french-NF-1082.jpg,data/processed/policy_c/train/attack/digital_1/scan/french-NF-1082.jpg,french-NF-1082,attack,digital_1,scan,1,64,dev_val,all_attacks,heldout_primary,0.99951171875
train/attack/digital_1/huawei/indian-014_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/indian-014_03.jpg,indian-014_03,attack,digital_1,huawei,1,66,dev_val,all_attacks,heldout_primary,0.99951171875
train/attack/digital_1/iphone15pro/indian-014_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/indian-014_03.jpg,indian-014_03,attack,digital_1,iphone15pro,1,53,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/indian-014_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/indian-014_03.jpg,indian-014_03,attack,digital_1,scan,1,63,dev_val,all_attacks,heldout_primary,0.9990234375
train/attack/digital_1/huawei/indian-021_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/indian-021_03.jpg,indian-021_03,attack,digital_1,huawei,1,57,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/indian-021_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/indian-021_03.jpg,indian-021_03,attack,digital_1,iphone15pro,1,64,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/indian-021_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/indian-021_03.jpg,indian-021_03,attack,digital_1,scan,1,76,dev_val,all_attacks,heldout_primary,0.99951171875
train/attack/digital_1/huawei/indian-NF-1061.jpg,data/processed/policy_c/train/attack/digital_1/huawei/indian-NF-1061.jpg,indian-NF-1061,attack,digital_1,huawei,1,63,dev_val,all_attacks,heldout_primary,1.0
