evaluation_split,variant,selection_scope,evidence_role,file_stem,hardware_source,image_path,label,epsilon_pixel,epsilon_255,alpha_pixel,alpha_255,pgd_steps,pixel_linf,padding_max_abs_error,saved_clean_probability_attack,clean_probability_attack,saved_probability_abs_error,adv_probability_attack,clean_margin,adv_margin,clean_correct,adv_correct,attack_success,A,E_clean,E_adv,delta_E,absolute_E_degradation,relative_E_change,relative_E_degradation,mu_w_clean,mu_w_adv,delta_mu_w,absolute_mu_w_degradation,relative_mu_w_change,relative_mu_w_degradation,PG_clean,PG_adv,delta_PG,absolute_PG_degradation,cam_cosine,cam_tv,clean_zero_cam,adv_zero_cam,cam_change_defined,clean_content_cam_mass,adv_content_cam_mass
dev_val,digital_1,all_attacks,heldout_primary,arabic-024_03,huawei,train/attack/digital_1/huawei/arabic-024_03.jpg,1,0.00392156862745098,1.0,0.000980392156862745,0.25,10,0.0039215851575136185,0.0,1.0,0.9999886751174927,1.1324882507324219e-05,0.0002706821833271533,11.391866683959961,-8.21429443359375,True,False,True,0.11472618579864502,0.5305389165878296,0.3232715129852295,-0.2072674036026001,0.2072674036026001,-0.3906733269175503,0.3906733269175503,4.624392509460449,2.817765712738037,-1.806626796722412,1.806626796722412,-0.39067332477216565,0.39067332477216565,1.0,1.0,0.0,0.0,0.5507873296737671,0.7033411860466003,False,False,True,43668.37890625,7553.427734375
dev_val,digital_1,all_attacks,heldout_primary,arabic-024_03,iphone15pro,train/attack/digital_1/iphone15pro/arabic-024_03.jpg,1,0.00392156862745098,1.0,0.000980392156862745,0.25,10,0.0039215851575136185,0.0,1.0,0.9997965693473816,0.0002034306526184082,0.00042511205538176,8.499818801879883,-7.76273250579834,True,False,True,0.10770123451948166,0.5388723611831665,0.32830315828323364,-0.21056920289993286,0.21056920289993286,-0.39075895901879243,0.39075895901879243,5.003399848937988,3.048276662826538,-1.9551231861114502,1.9551231861114502,-0.39075893295364766,0.39075893295364766,1.0,1.0,0.0,0.0,0.4135266840457916,0.8447997570037842,False,False,True,45444.51953125,3753.67626953125
dev_val,digital_1,all_attacks,heldout_primary,arabic-024_03,scan,train/attack/digital_1/scan/arabic-024_03.jpg,1,0.00392156862745098,1.0,0.000980392156862745,0.25,10,0.0039215851575136185,0.0,1.0,0.9999992847442627,7.152557373046875e-07,8.155836258083582e-05,14.137882232666016,-9.41411018371582,True,False,True,0.11709031462669373,0.6589711308479309,0.3220292031764984,-0.3369419276714325,0.3369419276714325,-0.5113151576729508,0.5113151576729508,5.62788724899292,2.750263214111328,-2.877624034881592,2.877624034881592,-0.5113151539054958,0.5113151539054958,1.0,1.0,0.0,0.0,0.2532109320163727,0.8845265507698059,False,False,True,43339.5078125,4197.58642578125
dev_val,digital_1,all_attacks,heldout_primary,arabic-120_03,huawei,train/attack/digital_1/huawei/arabic-120_03.jpg,1,0.00392156862745098,1.0,0.000980392156862745,0.25,10,0.0039215851575136185,0.0,1.0,0.9999998807907104,1.1920928955078125e-07,4.729111969936639e-05,16.291847229003906,-9.95914077758789,True,False,True,0.14223414659500122,0.7339920401573181,0.0,-0.7339920401573181,0.7339920401573181,-1.0,1.0,5.1604485511779785,0.0,-5.1604485511779785,5.1604485511779785,-1.0,1.0,1.0,0.0,-1.0,1.0,,,False,True,False,40049.2890625,0.0
dev_val,digital_1,all_attacks,heldout_primary,arabic-120_03,iphone15pro,train/attack/digital_1/iphone15pro/arabic-120_03.jpg,1,0.00392156862745098,1.0,0.000980392156862745,0.25,10,0.0039215851575136185,0.0,1.0,0.9999998807907104,1.1920928955078125e-07,0.0005698223249055445,16.367359161376953,-7.469615936279297,True,False,True,0.13355688750743866,0.6574694514274597,0.33509543538093567,-0.32237401604652405,0.32237401604652405,-0.49032546736065713,0.49032546736065713,4.922767162322998,2.5090088844299316,-2.4137582778930664,2.4137582778930664,-0.49032550155267574,0.49032550155267574,1.0,1.0,0.0,0.0,0.3288780152797699,0.7977246642112732,False,False,True,47458.9765625,5751.41748046875
dev_val,digital_1,all_attacks,heldout_primary,arabic-120_03,scan,train/attack/digital_1/scan/arabic-120_03.jpg,1,0.00392156862745098,1.0,0.000980392156862745,0.25,10,0.0039215851575136185,0.0,1.0,0.9999862909317017,1.3709068298339844e-05,8.405309199588373e-05,11.199203491210938,-9.383977890014648,True,False,True,0.15913067758083344,0.79979407787323,0.3434659540653229,-0.4563281238079071,0.4563281238079071,-0.5705570176530322,0.5705570176530322,5.026020526885986,2.1583893299102783,-2.867631196975708,2.867631196975708,-0.5705570006401128,0.5705570006401128,1.0,1.0,0.0,0.0,0.24342095851898193,0.8984781503677368,False,False,True,34205.58984375,4631.77490234375
dev_val,digital_1,all_attacks,heldout_primary,arabic-NF-1048,huawei,train/attack/digital_1/huawei/arabic-NF-1048.jpg,1,0.00392156862745098,1.0,0.000980392156862745,0.25,10,0.0039215851575136185,0.0,1.0,0.9999996423721313,3.5762786865234375e-07,5.953529034741223e-05,14.80477237701416,-9.7288818359375,True,False,True,0.1932384967803955,0.7824844121932983,0.3320022225379944,-0.45048218965530396,0.45048218965530396,-0.5757075574101285,0.5757075574101285,4.049319744110107,1.7180957794189453,-2.331223964691162,2.331223964691162,-0.5757075538630946,0.5757075538630946,1.0,1.0,0.0,0.0,0.25806570053100586,0.9041169881820679,False,False,True,37287.12109375,3962.900390625
dev_val,digital_1,all_attacks,heldout_primary,arabic-NF-1048,iphone15pro,train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,1,0.00392156862745098,1.0,0.000980392156862745,0.25,10,0.0039215851575136185,0.0,1.0,0.9999996423721313,3.5762786865234375e-07,0.00034100652555935085,14.76966667175293,-7.983267784118652,True,False,True,0.20606283843517303,0.8640400767326355,0.0,-0.8640400767326355,0.8640400767326355,-1.0,1.0,4.193090438842773,0.0,-4.193090438842773,4.193090438842773,-1.0,1.0,1.0,0.0,-1.0,1.0,,,False,True,False,30853.078125,0.0
dev_val,digital_1,all_attacks,heldout_primary,arabic-NF-1048,scan,train/attack/digital_1/scan/arabic-NF-1048.jpg,1,0.00392156862745098,1.0,0.000980392156862745,0.25,10,0.0039215851575136185,0.0,1.0,1.0,0.0,0.00033440449624322355,16.68437385559082,-8.002824783325195,True,False,True,0.2055954784154892,0.8568049669265747,0.35690468549728394,-0.49990028142929077,0.49990028142929077,-0.5834469928698844,0.5834469928698844,4.167430877685547,1.7359559535980225,-2.4314749240875244,2.4314749240875244,-0.5834469713959324,0.5834469713959324,1.0,1.0,0.0,0.0,0.19382232427597046,0.9102654457092285,False,False,True,30694.75390625,4589.5625
dev_val,digital_1,all_attacks,heldout_primary,arabic-NF-1098,huawei,train/attack/digital_1/huawei/arabic-NF-1098.jpg,1,0.00392156862745098,1.0,0.000980392156862745,0.25,10,0.0039215851575136185,0.0,1.0,0.9999996423721313,3.5762786865234375e-07,1.0837250556505751e-05,14.956074714660645,-11.432510375976562,True,False,True,0.20522086322307587,0.833235502243042,0.06822150200605392,-0.7650140002369881,0.7650140002369881,-0.9181245856394693,0.9181245856394693,4.060189247131348,0.3324296474456787,-3.727759599685669,3.727759599685669,-0.9181245929163152,0.9181245929163152,1.0,0.0,-1.0,1.0,0.13109219074249268,0.9571108818054199,False,False,True,35245.828125,1980.364990234375
