image_path,eval_split_home,file_stem_home,traffic_type_home,variant_home,hardware_source_home,label_home,assigned_q_home,cache_sha256_home,native_height_home,native_width_home,trufor_score_home,map_min_home,map_max_home,map_mean_home,checkpoint_sha256_home,eval_split_lab,file_stem_lab,traffic_type_lab,variant_lab,hardware_source_lab,label_lab,assigned_q_lab,cache_sha256_lab,native_height_lab,native_width_lab,trufor_score_lab,map_min_lab,map_max_lab,map_mean_lab,checkpoint_sha256_lab,score_signed_diff_lab_minus_home,score_abs_diff,map_min_signed_diff_lab_minus_home,map_min_abs_diff,map_max_signed_diff_lab_minus_home,map_max_abs_diff,map_mean_signed_diff_lab_minus_home,map_mean_abs_diff,home_prediction,lab_prediction,decision_flip,home_correct,lab_correct,home_distance_to_threshold,lab_distance_to_threshold
test/attack/digital_3/huawei/arabic-003_03.jpg,official_test,arabic-003_03,attack,digital_3,huawei,1,59,11d55f77ef627ad5c04472a4bc308a48fda6829f5e665ee9d6c3f26deba2aea6,1884,3023,0.9996052384376526,3.689649474836187e-06,0.9999799728393556,0.0158014670014381,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-003_03,attack,digital_3,huawei,1,59,11d55f77ef627ad5c04472a4bc308a48fda6829f5e665ee9d6c3f26deba2aea6,1884,3023,0.9996052384376526,3.689649474836187e-06,0.9999799728393556,0.0158014688640832,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,0.0,0.0,0.0,0.0,1.8626451006586997e-09,1.8626451006586997e-09,1,1,False,True,True,0.46664926409721375,0.46664926409721375
test/attack/digital_3/huawei/arabic-005_03.jpg,official_test,arabic-005_03,attack,digital_3,huawei,1,90,6712673802051ad9684c4187524d7399040f8edc871e672ebf8215f1433b7b86,1882,3068,0.999257504940033,2.310245508851949e-05,0.9999330043792723,0.0143440831452608,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-005_03,attack,digital_3,huawei,1,90,6712673802051ad9684c4187524d7399040f8edc871e672ebf8215f1433b7b86,1882,3068,0.999257504940033,2.310236595803872e-05,0.9999330043792723,0.0143440831452608,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,-8.913048077035884e-11,8.913048077035884e-11,0.0,0.0,0.0,0.0,1,1,False,True,True,0.4663015305995941,0.4663015305995941
test/attack/digital_3/huawei/arabic-01_0002_000-c7338db1_1.jpg,official_test,arabic-01_0002_000-c7338db1_1,attack,digital_3,huawei,1,55,be2a98d12c86cd2ef0afae58a980a65a5b99ed973d7d2d938a31e6356c8ede7e,2013,3216,0.999578058719635,9.346380466013215e-06,0.9999245405197144,0.0137569680809974,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-01_0002_000-c7338db1_1,attack,digital_3,huawei,1,55,be2a98d12c86cd2ef0afae58a980a65a5b99ed973d7d2d938a31e6356c8ede7e,2013,3216,0.999578058719635,9.346389560960232e-06,0.9999245405197144,0.0137569680809974,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,9.094947016035216e-12,9.094947016035216e-12,0.0,0.0,0.0,0.0,1,1,False,True,True,0.46662208437919617,0.46662208437919617
test/attack/digital_3/huawei/arabic-01_0076_000-fd5000df_1.jpg,official_test,arabic-01_0076_000-fd5000df_1,attack,digital_3,huawei,1,51,8e3dd634cb5ad6909d5ff5b3ec675f87eb2aa81c2984fa6d15b6bd3f1a55eecc,1976,3208,0.9928186535835266,1.778148543962743e-05,0.9999673366546632,0.0209841430187225,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-01_0076_000-fd5000df_1,attack,digital_3,huawei,1,51,8e3dd634cb5ad6909d5ff5b3ec675f87eb2aa81c2984fa6d15b6bd3f1a55eecc,1976,3208,0.9928186535835266,1.7781501810532063e-05,0.9999673366546632,0.0209841430187225,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,1.6370904631912708e-11,1.6370904631912708e-11,0.0,0.0,0.0,0.0,1,1,False,True,True,0.45986267924308777,0.45986267924308777
test/attack/digital_3/huawei/arabic-01_0095_000-18471808_1.jpg,official_test,arabic-01_0095_000-18471808_1,attack,digital_3,huawei,1,65,b17c599d1492b7a466ebb615a077da1cbc941f515cf420bf4e405e06c5aac8ad,1971,3185,0.9395004510879515,4.475088280742057e-05,0.9999173879623412,0.052131425589323,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-01_0095_000-18471808_1,attack,digital_3,huawei,1,65,b17c599d1492b7a466ebb615a077da1cbc941f515cf420bf4e405e06c5aac8ad,1971,3185,0.9395004510879515,4.475088280742057e-05,0.9999173879623412,0.0521314144134521,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,0.0,0.0,0.0,0.0,-1.1175870902324636e-08,1.1175870902324636e-08,1,1,False,True,True,0.4065444767475127,0.4065444767475127
test/attack/digital_3/huawei/arabic-024_03.jpg,official_test,arabic-024_03,attack,digital_3,huawei,1,78,e2695a5019f3566b9ec64febe790aa6c31b7b2bcbfd5a9be702e6d75a384cfa6,1971,3211,0.9718388915061952,0.0001852946297731,0.9998937845230104,0.0286259185522794,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-024_03,attack,digital_3,huawei,1,78,e2695a5019f3566b9ec64febe790aa6c31b7b2bcbfd5a9be702e6d75a384cfa6,1971,3211,0.9718388915061952,0.0001852946297731,0.9998937845230104,0.0286259204149246,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,0.0,0.0,0.0,0.0,1.8626452012726613e-09,1.8626452012726613e-09,1,1,False,True,True,0.43888291716575634,0.43888291716575634
test/attack/digital_3/huawei/arabic-112_03.jpg,official_test,arabic-112_03,attack,digital_3,huawei,1,67,118921046a9bab275cf47dc1c87a552dbb547317600092e076b175c8a6d4bac2,1977,3186,0.9975581169128418,3.280814098616247e-06,0.9999051094055176,0.017086636275053,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-112_03,attack,digital_3,huawei,1,67,118921046a9bab275cf47dc1c87a552dbb547317600092e076b175c8a6d4bac2,1977,3186,0.9975581169128418,3.280820237705484e-06,0.9999051094055176,0.017086636275053,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,6.139089236967266e-12,6.139089236967266e-12,0.0,0.0,0.0,0.0,1,1,False,True,True,0.46460214257240295,0.46460214257240295
test/attack/digital_3/huawei/arabic-120_03.jpg,official_test,arabic-120_03,attack,digital_3,huawei,1,67,5cf6b59d26a2707f6340d9440847ed5b7fe71c7dec341efd4c5646485eb4fdde,1964,3181,0.9991248250007628,3.838355496554868e-06,0.9999674558639526,0.0168443210422992,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-120_03,attack,digital_3,huawei,1,67,5cf6b59d26a2707f6340d9440847ed5b7fe71c7dec341efd4c5646485eb4fdde,1964,3181,0.9991248250007628,3.838348220597254e-06,0.9999674558639526,0.0168443210422992,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,-7.275957614183426e-12,7.275957614183426e-12,0.0,0.0,0.0,0.0,1,1,False,True,True,0.466168850660324,0.466168850660324
test/attack/digital_3/huawei/arabic-131_03.jpg,official_test,arabic-131_03,attack,digital_3,huawei,1,59,b808cc704819853dc216c325448ff9fb96bcf31b9488886ec3d34f2c073be1b3,1963,3175,0.9978614449501038,1.1063077181461267e-05,0.9999297857284546,0.0203375965356826,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-131_03,attack,digital_3,huawei,1,59,b808cc704819853dc216c325448ff9fb96bcf31b9488886ec3d34f2c073be1b3,1963,3175,0.9978614449501038,1.106309900933411e-05,0.9999297857284546,0.0203375946730375,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,2.1827872842550278e-11,2.1827872842550278e-11,0.0,0.0,-1.8626450971892528e-09,1.8626450971892528e-09,1,1,False,True,True,0.4649054706096649,0.4649054706096649
test/attack/digital_3/huawei/arabic-139_03.jpg,official_test,arabic-139_03,attack,digital_3,huawei,1,83,b34ef57848301e135d367aa6745dd0a3c1bc977381ccd78d95958bda49aed711,1879,3034,0.9993438124656676,2.0698766093119048e-05,0.9999452829360962,0.0154388202354311,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,official_test,arabic-139_03,attack,digital_3,huawei,1,83,b34ef57848301e135d367aa6745dd0a3c1bc977381ccd78d95958bda49aed711,1879,3034,0.9993438124656676,2.069870788545813e-05,0.9999452829360962,0.0154388202354311,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.0,0.0,-5.820766091685554e-11,5.820766091685554e-11,0.0,0.0,0.0,0.0,1,1,False,True,True,0.46638783812522877,0.46638783812522877
