image_path,cache_path,file_stem,traffic_type,variant,hardware_source,label,assigned_q,evaluation_split,selection_scope,evidence_role,saved_attack_probability
train/attack/digital_1/iphone15pro/persian-NM-1035.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/persian-NM-1035.jpg,persian-NM-1035,attack,digital_1,iphone15pro,1,53,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/portugal-NF-1109.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/portugal-NF-1109.jpg,portugal-NF-1109,attack,digital_1,iphone15pro,1,56,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/arabic-120_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-120_03.jpg,arabic-120_03,attack,digital_1,huawei,1,67,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/chinese-001_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-001_03.jpg,chinese-001_03,attack,digital_1,iphone15pro,1,70,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/chinese-NM-1092.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NM-1092.jpg,chinese-NM-1092,attack,digital_1,scan,1,85,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/persian-NF-1097.jpg,data/processed/policy_c/train/attack/digital_1/huawei/persian-NF-1097.jpg,persian-NF-1097,attack,digital_1,huawei,1,86,dev_val,all_attacks,heldout_primary,0.99951171875
train/attack/digital_1/huawei/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1048.jpg,arabic-NF-1048,attack,digital_1,huawei,1,55,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/indian-014_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/indian-014_03.jpg,indian-014_03,attack,digital_1,huawei,1,66,dev_val,all_attacks,heldout_primary,0.99951171875
train/attack/digital_1/scan/persian-NM-1035.jpg,data/processed/policy_c/train/attack/digital_1/scan/persian-NM-1035.jpg,persian-NM-1035,attack,digital_1,scan,1,59,dev_val,all_attacks,heldout_primary,0.99951171875
train/attack/digital_1/huawei/usa-034_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/usa-034_03.jpg,usa-034_03,attack,digital_1,huawei,1,50,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/chinese-142_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-142_03.jpg,chinese-142_03,attack,digital_1,iphone15pro,1,56,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/russian-NF-1099.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/russian-NF-1099.jpg,russian-NF-1099,attack,digital_1,iphone15pro,1,85,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NM-1090.jpg,arabic-NM-1090,attack,digital_1,scan,1,80,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/portugal-119_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/portugal-119_03.jpg,portugal-119_03,attack,digital_1,scan,1,88,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/usa-NM-1038.jpg,data/processed/policy_c/train/attack/digital_1/huawei/usa-NM-1038.jpg,usa-NM-1038,attack,digital_1,huawei,1,71,dev_val,all_attacks,heldout_primary,0.9912109375
train/attack/digital_1/iphone15pro/usa-NM-1038.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/usa-NM-1038.jpg,usa-NM-1038,attack,digital_1,iphone15pro,1,78,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/turkiye-115_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/turkiye-115_03.jpg,turkiye-115_03,attack,digital_1,scan,1,87,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/turkiye-032_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/turkiye-032_03.jpg,turkiye-032_03,attack,digital_1,huawei,1,62,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/french-124_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/french-124_03.jpg,french-124_03,attack,digital_1,huawei,1,87,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/huawei/russian-NF-1099.jpg,data/processed/policy_c/train/attack/digital_1/huawei/russian-NF-1099.jpg,russian-NF-1099,attack,digital_1,huawei,1,65,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,arabic-NM-1090,attack,digital_1,iphone15pro,1,63,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/usa-067_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/usa-067_03.jpg,usa-067_03,attack,digital_1,iphone15pro,1,90,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/scan/french-124_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/french-124_03.jpg,french-124_03,attack,digital_1,scan,1,87,dev_val,all_attacks,heldout_primary,1.0
train/attack/digital_1/iphone15pro/persian-NF-1097.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/persian-NF-1097.jpg,persian-NF-1097,attack,digital_1,iphone15pro,1,88,dev_val,all_attacks,heldout_primary,1.0
