evaluation_split,variant,file_stem,hardware_source,image_path,saved_clean_probability_attack,clean_probability_attack,saved_probability_abs_error,adv_probability_attack,clean_margin,adv_margin,classification_preserved,epsilon_255,alpha_255,steps,pixel_linf,padding_max_abs_error,accepted_steps,boundary_pullbacks,objective_E_initial,objective_E_final,A,E_clean,E_adv,absolute_E_degradation,relative_E_degradation,E_strictly_improved,mu_w_clean,mu_w_adv,absolute_mu_w_degradation,relative_mu_w_degradation,PG_clean,PG_adv,absolute_PG_degradation,cam_cosine,cam_tv,clean_zero_cam,adv_zero_cam,cam_change_defined
dev_val,digital_1,persian-NM-1035,iphone15pro,train/attack/digital_1/iphone15pro/persian-NM-1035.jpg,1.0,0.9998922348022461,0.00010776519775390625,0.9884020686149597,9.135156631469727,4.445259094238281,True,1.0,0.25,10,0.0029412410221993923,0.0,3,0,0.8450745940208435,0.13784272968769073,0.21982373297214508,0.8450746536254883,0.13784271478652954,0.7072319388389587,0.8368869375088165,True,3.8443286418914795,0.6270601749420166,3.217268466949463,0.8368869487095953,1.0,0.0,1.0,0.2456815093755722,0.8169625997543335,False,False,True
dev_val,digital_1,portugal-NF-1109,iphone15pro,train/attack/digital_1/iphone15pro/portugal-NF-1109.jpg,1.0,0.9999991655349731,8.344650268554688e-07,0.9898114800453186,13.9913330078125,4.576257705688477,True,1.0,0.25,10,0.0039215851575136185,0.0,9,0,0.7917285561561584,0.1293913722038269,0.18605215847492218,0.7917853593826294,0.12954629957675934,0.6622390598058701,0.836387099051984,True,4.2557172775268555,0.6962901949882507,3.5594270825386047,0.8363871118353781,1.0,1.0,0.0,0.2218882143497467,0.8013321161270142,False,False,True
dev_val,digital_1,arabic-120_03,huawei,train/attack/digital_1/huawei/arabic-120_03.jpg,1.0,0.9999998807907104,1.1920928955078125e-07,0.9999712705612183,16.28217315673828,10.459657669067383,True,1.0,0.25,10,0.0029412410221993923,0.0,3,0,0.7339490652084351,0.18876954913139343,0.14223414659500122,0.7339490652084351,0.18876953423023224,0.5451795309782028,0.7428029502611011,True,5.160146713256836,1.3271745443344116,3.8329721689224243,0.7428029437758441,1.0,1.0,0.0,0.33630308508872986,0.711812436580658,False,False,True
dev_val,digital_1,chinese-001_03,iphone15pro,train/attack/digital_1/iphone15pro/chinese-001_03.jpg,1.0,0.99991774559021,8.225440979003906e-05,0.9987867474555969,9.405238151550293,6.713186264038086,True,1.0,0.25,10,0.0039215851575136185,0.0,6,0,0.6884941458702087,0.16063489019870758,0.1416015625,0.6884942650794983,0.16063489019870758,0.5278593748807907,0.766686669234406,True,4.862194061279297,1.1344146728515625,3.7277793884277344,0.7666866730216265,1.0,1.0,0.0,0.299490362405777,0.7528676390647888,False,False,True
dev_val,digital_1,chinese-NM-1092,scan,train/attack/digital_1/scan/chinese-NM-1092.jpg,1.0,0.9999853372573853,1.4662742614746094e-05,0.9984877109527588,11.131511688232422,6.492609024047852,True,1.0,0.25,10,0.0039215851575136185,0.0,10,0,0.6105265021324158,0.16592994332313538,0.2235330194234848,0.6105265021324158,0.16592994332313538,0.4445965588092804,0.7282182792334424,True,2.7312586307525635,0.7423061728477478,1.9889524579048157,0.7282182783828074,1.0,1.0,0.0,0.6209955215454102,0.5480082035064697,False,False,True
dev_val,digital_1,persian-NF-1097,huawei,train/attack/digital_1/huawei/persian-NF-1097.jpg,0.99951171875,0.9993621706962585,0.00014954805374145508,0.5015907883644104,7.356870651245117,0.006363065913319588,True,1.0,0.25,10,0.0039215851575136185,0.0,10,1,0.9275451898574829,0.01937926933169365,0.16073372960090637,0.9275451302528381,0.01937926933169365,0.9081658609211445,0.9791069256906011,True,5.770693302154541,0.12056753039360046,5.6501257717609406,0.9791069245789609,1.0,0.0,1.0,0.00429071020334959,0.9784436225891113,False,False,True
dev_val,digital_1,arabic-NF-1048,huawei,train/attack/digital_1/huawei/arabic-NF-1048.jpg,1.0,0.9999996423721313,3.5762786865234375e-07,0.9938404560089111,14.801379203796387,5.083583354949951,True,1.0,0.25,10,0.0039215851575136185,0.0,6,0,0.7823598980903625,0.137294203042984,0.1932384967803955,0.7823599576950073,0.1372942179441452,0.6450657397508621,0.8245127238507425,True,4.048675537109375,0.7104910612106323,3.3381844758987427,0.8245127191106304,1.0,1.0,0.0,0.28786125779151917,0.7679625749588013,False,False,True
dev_val,digital_1,indian-014_03,huawei,train/attack/digital_1/huawei/indian-014_03.jpg,0.99951171875,0.9995200634002686,8.344650268554688e-06,0.9999997615814209,7.641264915466309,15.328086853027344,True,1.0,0.25,10,0.0039215851575136185,0.0,10,0,0.511982798576355,0.009162547998130322,0.11545508354902267,0.511982798576355,0.009162547998130322,0.5028202505782247,0.9821037971908272,True,4.434475898742676,0.07936028391122818,4.355115614831448,0.9821037963170057,1.0,0.0,1.0,0.0444481298327446,0.9286501407623291,False,False,True
dev_val,digital_1,persian-NM-1035,scan,train/attack/digital_1/scan/persian-NM-1035.jpg,0.99951171875,0.9995800852775574,6.836652755737305e-05,0.7068204283714294,7.775125026702881,0.8799914121627808,True,1.0,0.25,10,0.0039215851575136185,0.0,5,0,0.9372483491897583,0.14513085782527924,0.22207435965538025,0.9372482895851135,0.14513087272644043,0.7921174168586731,0.8451521604902744,True,4.220425128936768,0.6535237431526184,3.566901385784149,0.8451521533525563,1.0,0.0,1.0,0.10493583977222443,0.933335542678833,False,False,True
dev_val,digital_1,usa-034_03,huawei,train/attack/digital_1/huawei/usa-034_03.jpg,1.0,0.9999996423721313,3.5762786865234375e-07,0.9793591499328613,14.75289535522461,3.859628200531006,True,1.0,0.25,10,0.0019608272705227137,0.0,2,0,0.716183066368103,0.20744803547859192,0.1514929234981537,0.7161830067634583,0.20744802057743073,0.5087349861860275,0.710342163080746,True,4.727501392364502,1.3693578243255615,3.3581435680389404,0.7103421637194558,1.0,1.0,0.0,0.3418571949005127,0.7691375017166138,False,False,True
