global_order,shard_order,pilot_order,pilot_role,eval_split,variant,hardware_source,file_stem,image_path,cache_path,cache_sha256,clean_score_stage4,native_height,native_width,native_pixels,A_union_stage4,E_union_stage4,mu_union_stage4,PG_union_stage4,estimated_seconds,shard_id,estimated_shard_seconds
523,1,523,full_population,official_test,digital_3,huawei,usa-009_03,test/attack/digital_3/huawei/usa-009_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/usa-009_03.jpg,9c8a723692ed5e8d64c1e0852455004a0c7ad3ed0807c4571b6a9397223cc66e,0.9774172306060792,1979,3204,6340716,0.0251517336527925,0.3243032692546994,12.89387338986444,1.0,874.1139664669972,6,25917.025649663447
470,2,470,full_population,official_test,digital_3,huawei,turkiye-01_0078_000-cfc6a96f_1,test/attack/digital_3/huawei/turkiye-01_0078_000-cfc6a96f_1.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/turkiye-01_0078_000-cfc6a96f_1.jpg,0c0b81593be5484970cf7772423d81d7f96fb71f7283ae2daa5aabbcd4c1ba40,0.9995892643928528,1981,3191,6321371,0.0256406402978088,0.9374563145921312,36.561345727089495,1.0,837.2651515450052,6,25917.025649663447
543,3,543,full_population,official_test,digital_3,huawei,usa-NF-1062,test/attack/digital_3/huawei/usa-NF-1062.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/usa-NF-1062.jpg,7f1f8ab3dd9d5cd07ea726cca4e17147d6c51d1cee24ed42dfd058514df71bcf,0.9997419714927672,1974,3204,6324696,0.0282046757662344,0.8686968895378664,30.7997474155628,1.0,828.0774253920026,6,25917.025649663447
469,4,469,full_population,official_test,digital_3,huawei,turkiye-01_0074_000-c54807ec_1,test/attack/digital_3/huawei/turkiye-01_0074_000-c54807ec_1.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/turkiye-01_0074_000-c54807ec_1.jpg,1a0f063e040d4ee5151b512874d167fb6e60735858bce3a6b4998371da3829cf,0.9956127405166626,1973,3203,6319519,0.0259002306979376,0.671328608149758,25.919792606450205,1.0,825.0868478999982,6,25917.025649663447
490,5,490,full_population,official_test,digital_3,huawei,turkiye-129_03,test/attack/digital_3/huawei/turkiye-129_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/turkiye-129_03.jpg,00a891dde3c5a5bf9590c8006317ae5560422ae397796c098cb9555a3ce14571,0.9984458088874816,1972,3202,6314344,0.0256012342691497,0.7338638462335428,28.665174441135093,1.0,825.0868478999982,6,25917.025649663447
405,6,405,full_population,official_test,digital_3,huawei,persian-122_03,test/attack/digital_3/huawei/persian-122_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/persian-122_03.jpg,29347b6ab3cbc6c7ec2713f38b0a56eb08467e15572d6fe2c09ed0936966082e,0.9990476965904236,1968,3207,6311376,0.0295428445397643,0.8621710010972443,29.18375039806239,1.0,800.9328441609978,6,25917.025649663447
433,7,433,full_population,official_test,digital_3,huawei,portugal-NF-1016,test/attack/digital_3/huawei/portugal-NF-1016.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/portugal-NF-1016.jpg,f91d5da28ac24c7bff2f140bca1d911f83bb2853a0d7960c03e0ad642d7247b7,0.9999158382415771,1967,3198,6290466,0.0380928853283683,0.9535893509578154,25.033266520445554,1.0,744.8116985540009,6,25917.025649663447
509,8,509,full_population,official_test,digital_3,huawei,ukraine-030_03,test/attack/digital_3/huawei/ukraine-030_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/ukraine-030_03.jpg,3ff909d0ca86674f5e8ccce3d42e4dfb0c2e8be9e2fdab7c139953573088fed6,0.8219692707061768,1971,3193,6293403,0.0249699566355436,0.1128993660470376,4.521408174427122,1.0,744.8116985540009,6,25917.025649663447
528,9,528,full_population,official_test,digital_3,huawei,usa-034_03,test/attack/digital_3/huawei/usa-034_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/usa-034_03.jpg,21399bed6cf3e891b04f4e0947b06a4c43f0dcf4766480c737637a7285ec58e8,0.984730064868927,1971,3199,6305229,0.0280766963420361,0.4264083653072082,15.187269902149938,1.0,744.8116985540009,6,25917.025649663447
1106,10,1106,full_population,official_test,facedancer,huawei,netherland-flickr_M_33239373490_5b5df42090_k,test/attack/facedancer/huawei/netherland-flickr_M_33239373490_5b5df42090_k.jpg,data/processed/policy_c_official_test/test/attack/facedancer/huawei/netherland-flickr_M_33239373490_5b5df42090_k.jpg,d2d546d8ba9a9177373d5ac5518d4da50bd49220140c4a4f91743a5c71d9972a,0.5420525670051575,1983,3176,6298008,0.0663290678576464,0.0846580582459403,1.2763342073136188,0.0,744.8116985540009,6,25917.025649663447
