global_order,shard_order,pilot_order,pilot_role,eval_split,variant,hardware_source,file_stem,image_path,cache_path,cache_sha256,clean_score_stage4,native_height,native_width,native_pixels,A_union_stage4,E_union_stage4,mu_union_stage4,PG_union_stage4,estimated_seconds,shard_id,estimated_shard_seconds
414,1,414,full_population,official_test,digital_3,huawei,persian-NF-1108,test/attack/digital_3/huawei/persian-NF-1108.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/persian-NF-1108.jpg,b5de291ec8071ee4910968fee0c9fe0809d5d60b81bf46b64553fe9039e02652,0.9910086989402772,1976,3205,6333080,0.0270162385442786,0.5255549227389598,19.453297389182985,1.0,843.8033844829988,9,25919.052146309936
463,2,463,full_population,official_test,digital_3,huawei,russian-NF-1081,test/attack/digital_3/huawei/russian-NF-1081.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/russian-NF-1081.jpg,190864317304e78bf31cf651e84a33e43044d0644a4d99c0f909d8a9dba86f53,0.9997572302818298,1975,3205,6329875,0.0317873575702521,0.8575936839926512,26.979080664295928,1.0,837.2651515450052,9,25919.052146309936
458,3,458,full_population,official_test,digital_3,huawei,russian-141_03,test/attack/digital_3/huawei/russian-141_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/russian-141_03.jpg,f1c9e87e90d2c7ef43c3f70ab29195fe2b749e893b46309e6fd1ff81317bda46,0.9973788261413574,1977,3200,6326400,0.0259095220030349,0.6616107367766353,25.535428121720567,1.0,828.0774253920026,9,25919.052146309936
311,4,311,full_population,official_test,digital_3,huawei,arabic-NM-1029,test/attack/digital_3/huawei/arabic-NM-1029.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NM-1029.jpg,07a2ae0874be9fe218808818a29f0007aad72b3fbd67b80bca58339ee8da57c9,0.9944608211517334,1977,3197,6320469,0.044357467776521,0.8055690343493493,18.160843590258946,1.0,825.0868478999982,9,25919.052146309936
514,5,514,full_population,official_test,digital_3,huawei,ukraine-NF-1032,test/attack/digital_3/huawei/ukraine-NF-1032.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/ukraine-NF-1032.jpg,82e3ad8720ce2c6f4d2674b8a03c53ddb1e5b8abb80cd88b27dba8d9b56ac6a9,0.9997214674949646,1976,3196,6315296,0.026057685973864,0.9022434344848574,34.62484870643576,1.0,825.0868478999982,9,25919.052146309936
395,6,395,full_population,official_test,digital_3,huawei,indian-NM-1058,test/attack/digital_3/huawei/indian-NM-1058.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/indian-NM-1058.jpg,99b3d7a89382e3668a680791aa53adef99b4220f20dd26efa21aab8c8548bec3,0.9994375109672546,1980,3188,6312240,0.0310593386816724,0.9204120820110904,29.63398839377766,1.0,816.7136298039986,9,25919.052146309936
312,7,312,full_population,official_test,digital_3,huawei,arabic-NM-1064,test/attack/digital_3/huawei/arabic-NM-1064.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NM-1064.jpg,bbc2ba1b62c908e74225e25eaa313702a141493cde3eefd0eb02705f8bd314ed,0.995722770690918,1976,3193,6309368,0.051403088233243,0.6600401960785646,12.84047746477046,1.0,776.2231236149964,9,25919.052146309936
350,8,350,full_population,official_test,digital_3,huawei,french-01_0094_000-51fbbc37_0,test/attack/digital_3/huawei/french-01_0094_000-51fbbc37_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-01_0094_000-51fbbc37_0.jpg,3e490c888edceb2c51ad0cc3c1758648e5a9a5a401323aea0f92fbc73f8428c1,0.9977810978889464,1973,3188,6289924,0.0283152864804089,0.8212459719590964,29.00362574566593,1.0,744.8116985540009,9,25919.052146309936
372,9,372,full_population,official_test,digital_3,huawei,french-NM-1104,test/attack/digital_3/huawei/french-NM-1104.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-NM-1104.jpg,7616f9a31269b06e6bc2fafde4c44ce78f469838d73d476386cb5c3f9d3b5bf6,0.9889203906059264,1969,3196,6292924,0.0293758513530435,0.459016522352438,15.62564151199932,1.0,744.8116985540009,9,25919.052146309936
411,10,411,full_population,official_test,digital_3,huawei,persian-NF-1043,test/attack/digital_3/huawei/persian-NF-1043.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/persian-NF-1043.jpg,cea6a08c0276a3d0ca4e831dad5a7146b6bda257b46358b1d0cf3e1ce7af1de9,0.9923110008239746,1972,3193,6296596,0.0264098252452595,0.5430615231385371,20.562859394005844,1.0,744.8116985540009,9,25919.052146309936
