global_order,shard_order,pilot_order,pilot_role,eval_split,variant,hardware_source,file_stem,image_path,cache_path,cache_sha256,clean_score_stage4,native_height,native_width,native_pixels,A_union_stage4,E_union_stage4,mu_union_stage4,PG_union_stage4,estimated_seconds,shard_id,estimated_shard_seconds
400,1,400,full_population,official_test,digital_3,huawei,persian-01_0096_000-75b0e83b_0,test/attack/digital_3/huawei/persian-01_0096_000-75b0e83b_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/persian-01_0096_000-75b0e83b_0.jpg,181783300bb8cdeca1c164499e5c4973f6cfe6c08debb0df0b29053c69e28271,0.9996763467788696,1976,3208,6339008,0.0265546281058487,0.9496893527547834,35.76360960391727,1.0,899.6408357420005,2,25921.041611932924
354,2,354,full_population,official_test,digital_3,huawei,french-068_03,test/attack/digital_3/huawei/french-068_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-068_03.jpg,7bb0647a3ae51b09bca900707f2b4faf6c81635257bf586f5b5be8f87b22f3de,0.9994913339614868,1980,3194,6324120,0.0299339670973985,0.8883581698350633,29.677261518479717,1.0,828.0774253920026,2,25921.041611932924
452,3,452,full_population,official_test,digital_3,huawei,russian-027_03,test/attack/digital_3/huawei/russian-027_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/russian-027_03.jpg,1889cd6af9799cf4ac97110e6764da8ffc8e5692ea66eef48c41ce99cd7e81b8,0.9995012283325196,1981,3195,6329295,0.0200899152275253,0.9046097470559136,45.028051975874,1.0,828.0774253920026,2,25921.041611932924
478,4,478,full_population,official_test,digital_3,huawei,turkiye-032_03,test/attack/digital_3/huawei/turkiye-032_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/turkiye-032_03.jpg,e1d2509d1a6d81f17f0d08d6ca181b6f92bccb0f9df952f74aa351dc4ef530d4,0.99315744638443,1979,3193,6318947,0.0263486938567454,0.6761717227719457,25.662438011091066,1.0,825.0868478999982,2,25921.041611932924
527,5,527,full_population,official_test,digital_3,huawei,usa-01_0080_000-0c832328_1,test/attack/digital_3/huawei/usa-01_0080_000-0c832328_1.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/usa-01_0080_000-0c832328_1.jpg,fbf86305fd8a8a05189aa2e7ec8d60d9208588b5a7ec7c84e18ff6ee07284e25,0.9997509121894836,1978,3192,6313776,0.0297907306182544,0.8721990777776472,29.27753229533761,1.0,821.8694401759931,2,25921.041611932924
331,6,331,full_population,official_test,digital_3,huawei,chinese-102_03,test/attack/digital_3/huawei/chinese-102_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-102_03.jpg,4f206bf68f5ac6f8c7fb556aeb578a0368c39222c3a5f8b061b4427e02447b68,0.9996846914291382,1974,3196,6308904,0.0297821935474053,0.8926029580459769,29.97102804483454,1.0,776.2231236149964,2,25921.041611932924
358,7,358,full_population,official_test,digital_3,huawei,french-100_03,test/attack/digital_3/huawei/french-100_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-100_03.jpg,b1bbc1ffd4f7866fe2527657c2f780ba3f830c747ea4522fd22311d49212496a,0.9984116554260254,1974,3197,6310878,0.0307568930979175,0.7669656321522575,24.936381893663544,1.0,776.2231236149964,2,25921.041611932924
305,8,305,full_population,official_test,digital_3,huawei,arabic-NF-1045,test/attack/digital_3/huawei/arabic-NF-1045.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1045.jpg,00fe260ba9eae72d420b048e7f0f3da3864edb5de594e3a1b6d3afb487662054,0.99754399061203,1977,3183,6292791,0.0443399439135989,0.7871689942256509,17.75304442783088,1.0,744.8116985540009,2,25921.041611932924
361,9,361,full_population,official_test,digital_3,huawei,french-124_03,test/attack/digital_3/huawei/french-124_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-124_03.jpg,5a8891e0781fcd182fde097226df795d9dd1c38669937f99531b95e7c8187f5a,0.9983248114585876,1968,3196,6289728,0.0345859153209804,0.8438376609580376,24.39830356162785,1.0,744.8116985540009,2,25921.041611932924
1216,10,1216,full_population,official_test,textdiffuserft_bfei,huawei,singapore-flickr_F_36921282312_c8e6a2674d_c,test/attack/textdiffuserft_bfei/huawei/singapore-flickr_F_36921282312_c8e6a2674d_c.jpg,data/processed/policy_c_official_test/test/attack/textdiffuserft_bfei/huawei/singapore-flickr_F_36921282312_c8e6a2674d_c.jpg,28c888bd279f5f7e946526a684999ff7a82fa713ce26660537b17d642a8f4904,0.9998492002487184,1979,3181,6295199,0.0473449687611146,0.9042237299583502,19.098623436013487,1.0,744.8116985540009,2,25921.041611932924
