global_order,shard_order,pilot_order,pilot_role,eval_split,variant,hardware_source,file_stem,image_path,cache_path,cache_sha256,clean_score_stage4,native_height,native_width,native_pixels,A_union_stage4,E_union_stage4,mu_union_stage4,PG_union_stage4,estimated_seconds,shard_id,estimated_shard_seconds
524,1,524,full_population,official_test,digital_3,huawei,usa-011_03,test/attack/digital_3/huawei/usa-011_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/usa-011_03.jpg,f165960cd2db3ef65b99e5416f2c530cd68bde3d9e46a0a4b15e6ca637cbd376,0.9992330074310304,1975,3207,6333825,0.0287451895181821,0.7483307990655181,26.03325327154924,1.0,843.8033844829988,7,25888.561217529925
1210,2,1210,full_population,official_test,textdiffuserft_bfei,huawei,netherland-flickr_M_30990255070_570d17d9d4_c,test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_30990255070_570d17d9d4_c.jpg,data/processed/policy_c_official_test/test/attack/textdiffuserft_bfei/huawei/netherland-flickr_M_30990255070_570d17d9d4_c.jpg,b103eda12c3ded9d75d5b9dce94655359d09aba8a2761426f7ebc2f2f7927974,0.9904115796089172,1988,3185,6331780,0.0401844347087233,0.57841126817727,14.39391327437804,1.0,837.2651515450052,7,25888.561217529925
359,3,359,full_population,official_test,digital_3,huawei,french-114_03,test/attack/digital_3/huawei/french-114_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-114_03.jpg,9ac545c0ca9be980a9dd574cedc38bbdc7b86d295cc27ceb579aff94ea95a734,0.9993995428085328,1977,3200,6326400,0.0307027693474962,0.8676680911616521,28.26025500635857,1.0,828.0774253920026,7,25888.561217529925
368,4,368,full_population,official_test,digital_3,huawei,french-NF-1082,test/attack/digital_3/huawei/french-NF-1082.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-NF-1082.jpg,a1666ccc0c100354c6d4730cd1a079048af6d1e04a7ac759953ba96298146be8,0.9195438027381896,1971,3207,6320997,0.0286758560397987,0.1906326533758045,6.64784525041653,1.0,825.0868478999982,7,25888.561217529925
1110,5,1110,full_population,official_test,facedancer,huawei,singapore-flickr_F_30532886723_e55b04664f_k,test/attack/facedancer/huawei/singapore-flickr_F_30532886723_e55b04664f_k.jpg,data/processed/policy_c_official_test/test/attack/facedancer/huawei/singapore-flickr_F_30532886723_e55b04664f_k.jpg,b39d9a5768a6dc892e73658538d17c2b6872c1bfceab8b73a48c5a63cd3cd197,0.5574710965156555,1975,3198,6316050,0.0301785134696527,0.0422971410185335,1.40156476100346,0.0,825.0868478999982,7,25888.561217529925
474,6,474,full_population,official_test,digital_3,huawei,turkiye-01_0088_000-3739c168_0,test/attack/digital_3/huawei/turkiye-01_0088_000-3739c168_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/turkiye-01_0088_000-3739c168_0.jpg,b9a78f4806283a90a1448b8645f19a0af4c6619288bad6bd2e1dd10b63e393af,0.9963070154190063,1977,3193,6312561,0.0274832987752514,0.7233846919181004,26.32088301457845,1.0,821.8694401759931,7,25888.561217529925
1223,7,1223,full_population,official_test,textdiffuserft_bfei,huawei,singapore-flickr_M_31226135201_5aa42a5a13_c,test/attack/textdiffuserft_bfei/huawei/singapore-flickr_M_31226135201_5aa42a5a13_c.jpg,data/processed/policy_c_official_test/test/attack/textdiffuserft_bfei/huawei/singapore-flickr_M_31226135201_5aa42a5a13_c.jpg,58acbb1bdc50417139d17b6627a7db4b1f043dfef9da19c793238890d96c975f,0.999921441078186,1993,3165,6307845,0.040574395851515,0.8906182985188603,21.950254090736003,1.0,776.2231236149964,7,25888.561217529925
321,8,321,full_population,official_test,digital_3,huawei,chinese-01_0028_000-611e103a_0,test/attack/digital_3/huawei/chinese-01_0028_000-611e103a_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0028_000-611e103a_0.jpg,998add40d8802bb62e494134d2aa9fa9c4a58f8e61e34b20c77fa3089aabff7f,0.9976574182510376,1970,3192,6288240,0.0346653435619505,0.7888279320329865,22.755520383730488,1.0,744.8116985540009,7,25888.561217529925
416,9,416,full_population,official_test,digital_3,huawei,persian-NM-1035,test/attack/digital_3/huawei/persian-NM-1035.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/persian-NM-1035.jpg,24164a87320f43ba8313dfe42d7c34ae360acfc405a9397af5dc18ed1adb57ad,0.9993075132369996,1972,3192,6294624,0.0270468895362137,0.8981512742989597,33.20719275672725,1.0,744.8116985540009,7,25888.561217529925
472,10,472,full_population,official_test,digital_3,huawei,turkiye-01_0081_000-e5c4342a_1,test/attack/digital_3/huawei/turkiye-01_0081_000-e5c4342a_1.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/turkiye-01_0081_000-e5c4342a_1.jpg,0afb267192af2990bb1277219adbc9dd7ad5b05f36bb3e2026cebcdba137a7a8,0.9990021586418152,1970,3194,6292180,0.0247197314762133,0.7741909010974698,31.31874235132523,1.0,744.8116985540009,7,25888.561217529925
