global_order,shard_order,pilot_order,pilot_role,eval_split,variant,hardware_source,file_stem,image_path,cache_path,cache_sha256,clean_score_stage4,native_height,native_width,native_pixels,A_union_stage4,E_union_stage4,mu_union_stage4,PG_union_stage4,estimated_seconds,shard_id,estimated_shard_seconds
1108,1,1108,full_population,official_test,facedancer,huawei,netherland-flickr_M_37190718595_78e318623b_k,test/attack/facedancer/huawei/netherland-flickr_M_37190718595_78e318623b_k.jpg,data/processed/policy_c_official_test/test/attack/facedancer/huawei/netherland-flickr_M_37190718595_78e318623b_k.jpg,ccc896fcc9904a1d630570a678cca6ba86f3400a9d881e5ea4f1e35e73d5d7f2,0.7534738779067993,1986,3193,6341298,0.0772132140769918,0.0787397940397276,1.0197709677156244,1.0,874.1139664669972,5,25910.563338729415
328,2,328,full_population,official_test,digital_3,huawei,chinese-081_03,test/attack/digital_3/huawei/chinese-081_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-081_03.jpg,25dde8982871a48602e653bfff8552695786303f1e9506c55472081fb2b4da02,0.9989994168281556,1967,3214,6321938,0.0292082902426439,0.8292835073474121,28.39205925640463,1.0,837.2651515450052,5,25910.563338729415
475,3,475,full_population,official_test,digital_3,huawei,turkiye-01_0090_000-6238b878_0,test/attack/digital_3/huawei/turkiye-01_0090_000-6238b878_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/turkiye-01_0090_000-6238b878_0.jpg,15df87b08a9b294e260169c231fb17ede6b002492ab30854a1b2cb5dc1fa76c3,0.9974289536476136,1977,3200,6326400,0.0236845599393019,0.8652870517946285,36.53380320395052,1.0,828.0774253920026,5,25910.563338729415
367,4,367,full_population,official_test,digital_3,huawei,french-NF-1063,test/attack/digital_3/huawei/french-NF-1063.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-NF-1063.jpg,9da68cfc31516ac0f945d50fbc2c90a8369993f716f39ffcb4b0634893a20f95,0.8438308835029602,1969,3207,6314583,0.0341780288579625,0.1291736503006427,3.779435345363653,1.0,825.0868478999982,5,25910.563338729415
1103,5,1103,full_population,official_test,facedancer,huawei,netherland-flickr_M_17339867026_3135c7e76f_k,test/attack/facedancer/huawei/netherland-flickr_M_17339867026_3135c7e76f_k.jpg,data/processed/policy_c_official_test/test/attack/facedancer/huawei/netherland-flickr_M_17339867026_3135c7e76f_k.jpg,f19cb618dbd8928e36ba8647134225e9ad7a1e8343ec3d31c4bbc45b065848f2,0.5971688628196716,1990,3176,6320240,0.063635874587041,0.0749409297615581,1.1776522322963303,0.0,825.0868478999982,5,25910.563338729415
532,6,532,full_population,official_test,digital_3,huawei,usa-117_03,test/attack/digital_3/huawei/usa-117_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/usa-117_03.jpg,930177a8733febd579767e94e147b60cea210db81cc333749f77de9db065876a,0.999610722064972,1973,3199,6311627,0.0252106152660795,0.8297927723239258,32.91441972225077,1.0,800.9328441609978,5,25910.563338729415
313,7,313,full_population,official_test,digital_3,huawei,arabic-NM-1090,test/attack/digital_3/huawei/arabic-NM-1090.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NM-1090.jpg,de69820f49128d8c8137b417f0c5950d3492933bcfafc5c6e128491ee50a8ac3,0.9853634834289552,1973,3189,6291897,0.0381098101256266,0.5318798115347343,13.956506468581845,1.0,744.8116985540009,5,25910.563338729415
338,8,338,full_population,official_test,digital_3,huawei,chinese-NF-1050,test/attack/digital_3/huawei/chinese-NF-1050.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-NF-1050.jpg,e0870f716749abf605f34b2a6a846480f7d20be84ff7dd4d988ab9217f257764,0.9998406171798706,1968,3198,6293664,0.0323186938482893,0.951760012901253,29.4492103353252,1.0,744.8116985540009,5,25910.563338729415
529,9,529,full_population,official_test,digital_3,huawei,usa-043_03,test/attack/digital_3/huawei/usa-043_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/usa-043_03.jpg,2a42036767683f55de0f6b685b57b298414979fc5b11775f3efccf7ddda9ef1f,0.9980785846710204,1976,3191,6305416,0.0287010405023237,0.7681712864109121,26.76457971440857,1.0,744.8116985540009,5,25910.563338729415
546,10,546,full_population,official_test,digital_3,huawei,usa-NF-1076,test/attack/digital_3/huawei/usa-NF-1076.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/usa-NF-1076.jpg,6af3e4899739b99cd0d818fc88dd051b35f1898e1ea0c4a63c81268e5ab3359e,0.9951761960983276,1967,3202,6298334,0.0327000759248398,0.5183124456533099,15.850496703574525,1.0,744.8116985540009,5,25910.563338729415
