global_order,shard_order,pilot_order,pilot_role,eval_split,variant,hardware_source,file_stem,image_path,cache_path,cache_sha256,clean_score_stage4,native_height,native_width,native_pixels,A_union_stage4,E_union_stage4,mu_union_stage4,PG_union_stage4,estimated_seconds,shard_id,estimated_shard_seconds
542,1,542,full_population,official_test,digital_3,huawei,usa-NF-1051,test/attack/digital_3/huawei/usa-NF-1051.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/usa-NF-1051.jpg,08a782f3e35c4ae6cf5a43153b726b093929ebab9a9c4ddf3c4690048085cd6b,0.9957389831542968,1981,3200,6339200,0.028079568399798,0.5437368207046984,19.364144525405468,1.0,899.6408357420005,1,25918.86274777243
533,2,533,full_population,official_test,digital_3,huawei,usa-134_03,test/attack/digital_3/huawei/usa-134_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/usa-134_03.jpg,979abb682706db6caea0e4f36cb9965e9f1b881ef659cf746e7d2b576c75cbac,0.9997972846031188,1976,3199,6321224,0.0297744550738907,0.9069617529625088,30.461069756330296,1.0,837.2651515450052,1,25918.86274777243
510,3,510,full_population,official_test,digital_3,huawei,ukraine-103_03,test/attack/digital_3/huawei/ukraine-103_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/ukraine-103_03.jpg,a5e648bb2f0ce8c7ee6f77074805a551b26bb49379c3eff679f6deadf2b68420,0.9994798302650452,1980,3193,6322140,0.027037838453435,0.7272951542740078,26.89916043128097,1.0,828.0774253920026,1,25918.86274777243
491,4,491,full_population,official_test,digital_3,huawei,turkiye-130_03,test/attack/digital_3/huawei/turkiye-130_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/turkiye-130_03.jpg,880592413bd7e911f022983b9dddb65fef5e67dd98f02dfa05490901be140246,0.9993896484375,1975,3198,6316050,0.0272634003847341,0.9362857051084515,34.34222040889351,1.0,825.0868478999982,1,25918.86274777243
383,5,383,full_population,official_test,digital_3,huawei,indian-01_0097_000-b71b0c19_0,test/attack/digital_3/huawei/indian-01_0097_000-b71b0c19_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/indian-01_0097_000-b71b0c19_0.jpg,654b8461909d32af95af1d50939004c08fbecb353589a984629df58d8fb72e74,0.8636117577552795,1969,3206,6312614,0.0385333239130414,0.3093776663568852,8.02883413471055,1.0,821.8694401759931,1,25918.86274777243
396,6,396,full_population,official_test,digital_3,huawei,persian-010_03,test/attack/digital_3/huawei/persian-010_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/persian-010_03.jpg,38ffaa2df43df71714f8df5e22f720fedf1ac9e5b788ac003f18b8f5e6a5bcb8,0.9993475079536438,1973,3198,6309654,0.02848428772798,0.9105079578905564,31.965270347840494,1.0,776.2231236149964,1,25918.86274777243
365,7,365,full_population,official_test,digital_3,huawei,french-NF-1047,test/attack/digital_3/huawei/french-NF-1047.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-NF-1047.jpg,e9fcc5a5b6e1943b82846898578f9cfc9ffd6abad2c9d4d711778f8de740dcd3,0.9858587384223938,1968,3204,6305472,0.0314698090801132,0.6725461820306929,21.37115545628446,1.0,744.8116985540009,1,25918.86274777243
441,8,441,full_population,official_test,digital_3,huawei,portugal-NF-1086,test/attack/digital_3/huawei/portugal-NF-1086.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/portugal-NF-1086.jpg,5e49b36762ece714bb7f920bc303320568ab1f35dc947d6eb2f9fddaeb9fe171,0.9997231364250184,1965,3202,6291930,0.0335653766014561,0.8107180859108998,24.15340353653976,1.0,744.8116985540009,1,25918.86274777243
450,9,450,full_population,official_test,digital_3,huawei,russian-01_0075_000-9bed189a_0,test/attack/digital_3/huawei/russian-01_0075_000-9bed189a_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/russian-01_0075_000-9bed189a_0.jpg,cb2b4ff69427a52d8f5a7cc7e0222451035aa14a96a7e8159512638e3a68075f,0.9995799660682678,1972,3194,6298568,0.0218559202663208,0.878466261825599,40.193515126392654,1.0,744.8116985540009,1,25918.86274777243
507,10,507,full_population,official_test,digital_3,huawei,ukraine-01_0091_000-2d8a528b_1,test/attack/digital_3/huawei/ukraine-01_0091_000-2d8a528b_1.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/ukraine-01_0091_000-2d8a528b_1.jpg,f68181ffbc65a3e356ca64d367ec606cbfca53d732cffe46b73be4a8a0f7ad0b,0.9998440742492676,1970,3195,6294150,0.0240795023950811,0.7850771546330337,32.603545611200246,1.0,744.8116985540009,1,25918.86274777243
