image_path,panel_path,trufor_score,clean_prediction,clean_correct,eval_split,hardware_source
train/bonafide/scan/chinese-NF-1050.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/scan/chinese-NF-1050.png,0.8999127745628357,1,False,dev_val,scan
test/bonafide/scan/singapore-flickr_F_33525297682_eee6031622_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/singapore-flickr_F_33525297682_eee6031622_c.png,0.8776493072509766,1,False,official_test,scan
test/bonafide/iphone15/chinese2-flickr_M_34592740762_6446ed6334_k.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/iphone15/chinese2-flickr_M_34592740762_6446ed6334_k.png,0.8565047979354858,1,False,official_test,iphone15
test/bonafide/scan/singapore-flickr_F_36921282312_c8e6a2674d_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/singapore-flickr_F_36921282312_c8e6a2674d_c.png,0.8413599729537964,1,False,official_test,scan
train/bonafide/huawei/french-019_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/french-019_03.png,0.8404611349105835,1,False,dev_val,huawei
train/bonafide/scan/arabic-NF-1048.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/scan/arabic-NF-1048.png,0.835936427116394,1,False,dev_val,scan
train/bonafide/huawei/arabic-024_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/arabic-024_03.png,0.8291121125221252,1,False,dev_val,huawei
test/bonafide/iphone15/chinese2-flickr_M_26097180114_4c514c928d_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/iphone15/chinese2-flickr_M_26097180114_4c514c928d_c.png,0.8282512426376343,1,False,official_test,iphone15
test/bonafide/huawei/chinese2-flickr_M_30516208604_4a571cf89d_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/huawei/chinese2-flickr_M_30516208604_4a571cf89d_c.png,0.8278880715370178,1,False,official_test,huawei
test/bonafide/scan/singapore-flickr_F_40795084473_21fafd815e_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/singapore-flickr_F_40795084473_21fafd815e_c.png,0.8208767175674438,1,False,official_test,scan
test/bonafide/scan/singapore-flickr_M_24170605047_501e882ccc_o.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/singapore-flickr_M_24170605047_501e882ccc_o.png,0.8006272315979004,1,False,official_test,scan
train/bonafide/huawei/french-NF-1082.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/french-NF-1082.png,0.8000162243843079,1,False,dev_val,huawei
test/bonafide/scan/singapore-flickr_M_22942161980_136669b7da_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/singapore-flickr_M_22942161980_136669b7da_c.png,0.798477053642273,1,False,official_test,scan
test/bonafide/huawei/chinese2-flickr_F_17773666675_1bdbd28a62_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/huawei/chinese2-flickr_F_17773666675_1bdbd28a62_c.png,0.7963931560516357,1,False,official_test,huawei
train/bonafide/scan/arabic-024_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/scan/arabic-024_03.png,0.7962162494659424,1,False,dev_val,scan
test/bonafide/scan/chinese2-flickr_M_32771950686_f8d5084d87_h.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/chinese2-flickr_M_32771950686_f8d5084d87_h.png,0.7958990335464478,1,False,official_test,scan
train/bonafide/scan/arabic-NF-1098.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/scan/arabic-NF-1098.png,0.7830517888069153,1,False,dev_val,scan
train/bonafide/huawei/chinese-001_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/chinese-001_03.png,0.7690346240997314,1,False,dev_val,huawei
test/bonafide/scan/singapore-flickr_M_31226135201_5aa42a5a13_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/singapore-flickr_M_31226135201_5aa42a5a13_c.png,0.7562283873558044,1,False,official_test,scan
test/bonafide/scan/singapore-flickr_M_30518529884_4cf8f091df_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/singapore-flickr_M_30518529884_4cf8f091df_c.png,0.7558572292327881,1,False,official_test,scan
test/bonafide/huawei/netherland-flickr_M_37190718595_78e318623b_k.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/huawei/netherland-flickr_M_37190718595_78e318623b_k.png,0.7554799914360046,1,False,official_test,huawei
test/bonafide/scan/chinese2-flickr_M_6850649398_5d950a2635_k.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/chinese2-flickr_M_6850649398_5d950a2635_k.png,0.7518850564956665,1,False,official_test,scan
train/bonafide/huawei/usa-NM-1038.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/usa-NM-1038.png,0.7516119480133057,1,False,dev_val,huawei
test/bonafide/huawei/chinese2-flickr_F_16858102101_d4c5c1e7a2_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/huawei/chinese2-flickr_F_16858102101_d4c5c1e7a2_c.png,0.7418904900550842,1,False,official_test,huawei
train/bonafide/huawei/usa-067_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/usa-067_03.png,0.7411681413650513,1,False,dev_val,huawei
test/bonafide/iphone15/singapore-flickr_M_22512816725_a88536de72_c.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/iphone15/singapore-flickr_M_22512816725_a88536de72_c.png,0.737618088722229,1,False,official_test,iphone15
test/bonafide/iphone15/netherland-flickr_M_21260956694_6fd7ae0222_k.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/iphone15/netherland-flickr_M_21260956694_6fd7ae0222_k.png,0.7314369678497314,1,False,official_test,iphone15
test/bonafide/scan/chinese2-flickr_F_16745558933_a3f9fe2bc9_k.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/official_test/scan/chinese2-flickr_F_16745558933_a3f9fe2bc9_k.png,0.7265098094940186,1,False,official_test,scan
train/bonafide/huawei/usa-034_03.jpg,output/LABPC/trufor_policy_c_frozen_protocol/stage11_clean_evaluation_accuracy/pngs/bonafides/dev_val/huawei/usa-034_03.png,0.7251732349395752,1,False,dev_val,huawei
