eval_split,image_path,cache_path,file_stem,traffic_type,variant,hardware_source,label,assigned_q,cache_sha256,cache_sha256_runtime,trufor_score,native_height,native_width,map_min,map_max,map_mean,map_path,inference_status,condition,preprocessing,checkpoint_sha256,frozen_threshold,clean_prediction,clean_correct
dev_val,train/bonafide/iphone15pro/arabic-120_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-120_03.jpg,arabic-120_03,bonafide,,iphone15pro,0,65,874b0f849d8474c2ee4dcd027377e0f2fe7434b7d1840c491ce581041fcf18f1,874b0f849d8474c2ee4dcd027377e0f2fe7434b7d1840c491ce581041fcf18f1,0.3523324429988861,1737,2768,0.0017860024236142,0.9891542792320251,0.0631099343299865,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/iphone15pro/arabic-120_03.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.5329559743404388,0,True
dev_val,train/bonafide/iphone15pro/arabic-NF-1048.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-NF-1048.jpg,arabic-NF-1048,bonafide,,iphone15pro,0,57,f889e69ce1b0df245af7e1f83e399da941e267128b3b382ff1909c6c8dc2da54,f889e69ce1b0df245af7e1f83e399da941e267128b3b382ff1909c6c8dc2da54,0.4535557627677917,1605,2629,0.0028325458988547,0.980077862739563,0.096536673605442,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/iphone15pro/arabic-NF-1048.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.5329559743404388,0,True
dev_val,train/bonafide/iphone15pro/arabic-NF-1098.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-NF-1098.jpg,arabic-NF-1098,bonafide,,iphone15pro,0,57,ace8d32f37c52d6c30f44ec9c5c3dc0c81c32bf8848bad57113f476ecb6566fc,ace8d32f37c52d6c30f44ec9c5c3dc0c81c32bf8848bad57113f476ecb6566fc,0.4070378839969635,1608,2624,0.0027180339675396,0.986967146396637,0.0853543207049369,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/iphone15pro/arabic-NF-1098.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.5329559743404388,0,True
dev_val,train/bonafide/iphone15pro/arabic-NM-1090.jpg,data/processed/policy_c/train/bonafide/iphone15pro/arabic-NM-1090.jpg,arabic-NM-1090,bonafide,,iphone15pro,0,63,e68a931c9720f4184b9eeef6b330b358ca9064867372642966dd95a06635168f,e68a931c9720f4184b9eeef6b330b358ca9064867372642966dd95a06635168f,0.4072137176990509,1767,2766,0.002128841355443,0.9937505125999452,0.0672356337308883,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/iphone15pro/arabic-NM-1090.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.5329559743404388,0,True
dev_val,train/bonafide/iphone15pro/chinese-001_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-001_03.jpg,chinese-001_03,bonafide,,iphone15pro,0,70,4faa0ffe08261d453ad0d7b7e70b749aa73b4333692222e42ae7a54545d046b5,4faa0ffe08261d453ad0d7b7e70b749aa73b4333692222e42ae7a54545d046b5,0.4328019022941589,1765,2778,0.0037523894570767,0.9860811233520508,0.1367097795009613,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/iphone15pro/chinese-001_03.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.5329559743404388,0,True
dev_val,train/bonafide/scan/chinese-001_03.jpg,data/processed/policy_c/train/bonafide/scan/chinese-001_03.jpg,chinese-001_03,bonafide,,scan,0,82,a56c527217ae887d83bdd6f8033952a80c4935662a63258bd5583bd5414f2a8b,a56c527217ae887d83bdd6f8033952a80c4935662a63258bd5583bd5414f2a8b,0.4216885566711426,1248,1991,0.0045100771822035,0.9513461589813232,0.1531520634889602,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/scan/chinese-001_03.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.5329559743404388,0,True
dev_val,train/bonafide/iphone15pro/chinese-113_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-113_03.jpg,chinese-113_03,bonafide,,iphone15pro,0,72,4d2f8a7fbafea0de5c2a99a8a8baf890ed636a6fdf53d896f2ad99587e8111ea,4d2f8a7fbafea0de5c2a99a8a8baf890ed636a6fdf53d896f2ad99587e8111ea,0.4388311207294464,1770,2791,0.0157975815236568,0.9673526883125304,0.3145804107189178,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/iphone15pro/chinese-113_03.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.5329559743404388,0,True
dev_val,train/bonafide/iphone15pro/chinese-NF-1050.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-NF-1050.jpg,chinese-NF-1050,bonafide,,iphone15pro,0,72,7c96c40fdbdc0ce2b9c165ab8f3ab54ea4faed77e860077a09777086c67f9ec3,7c96c40fdbdc0ce2b9c165ab8f3ab54ea4faed77e860077a09777086c67f9ec3,0.3953061997890472,1776,2781,0.0244625899940729,0.9634668231010436,0.3809017241001129,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/iphone15pro/chinese-NF-1050.jpg.npz,resumed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.5329559743404388,0,True
dev_val,train/bonafide/iphone15pro/chinese-NM-1092.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-NM-1092.jpg,chinese-NM-1092,bonafide,,iphone15pro,0,64,949f8e1618f73cdd30a3a52f709095c0bcd4372f6144a310d1385d05e79852e6,949f8e1618f73cdd30a3a52f709095c0bcd4372f6144a310d1385d05e79852e6,0.518273651599884,1772,2790,0.0323715545237064,0.9830822944641112,0.3723410665988922,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/iphone15pro/chinese-NM-1092.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.5329559743404388,0,True
dev_val,train/bonafide/scan/chinese-NM-1092.jpg,data/processed/policy_c/train/bonafide/scan/chinese-NM-1092.jpg,chinese-NM-1092,bonafide,,scan,0,85,759aad7960537b5d18d55eb541ec9653c703dc4e8c5c6c5d41530a53707b4248,759aad7960537b5d18d55eb541ec9653c703dc4e8c5c6c5d41530a53707b4248,0.5148897171020508,1244,1997,0.019454350695014,0.9527510404586792,0.3183240592479706,output/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/scan/chinese-NM-1092.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,0.5329559743404388,0,True
