eval_split,variant,image_path,cache_path,map_path,file_stem,hardware_source,assigned_q,trufor_score,frozen_threshold,clean_correct_at_frozen_threshold,native_height,native_width,n_altered_rectangles,n_face_rectangles,n_text_rectangles,A_union,E_union,mu_union,PG_union,E_minus_A_union,A_face,E_face,mu_face,PG_face,E_minus_A_face,A_text,E_text,mu_text,PG_text,E_minus_A_text
dev_val,digital_1,train/attack/digital_1/huawei/arabic-024_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-024_03.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/huawei/arabic-024_03.jpg.npz,arabic-024_03,huawei,78,0.9850807785987854,0.5329559743404388,True,1971,3211,4,1,3,0.11264898170782481,0.5156649314569433,4.577626212320428,1.0,0.4030159497491185,0.08617352735815384,0.35492312790191,4.118702561945513,0.0,0.2687496005437562,0.026475454349670975,0.1607418035550333,6.071352031661392,1.0,0.13426634920536235
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-024_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-024_03.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/iphone15pro/arabic-024_03.jpg.npz,arabic-024_03,iphone15pro,79,0.9958873391151428,0.5329559743404388,True,1748,2769,4,1,3,0.10660752049703608,0.6919420316147765,6.490555529185336,1.0,0.5853345111177405,0.08555245100834426,0.4474547199125351,5.23018001984412,0.0,0.36190226890419086,0.02105506948869182,0.24448731170224136,11.611802650831892,1.0,0.22343224221354954
dev_val,digital_1,train/attack/digital_1/scan/arabic-024_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-024_03.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/scan/arabic-024_03.jpg.npz,arabic-024_03,scan,74,0.9986510872840881,0.5329559743404388,True,1244,2003,4,1,3,0.11509102905127838,0.5690784817020494,4.944594608225274,1.0,0.45398745265077106,0.09188869428975507,0.049054848156207254,0.5338507477483714,0.0,-0.04283384613354782,0.02320233476152331,0.5200236335458421,22.412556274647113,1.0,0.4968212987843188
dev_val,digital_2,train/attack/digital_2/huawei/arabic-024_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-024_03.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/huawei/arabic-024_03.jpg.npz,arabic-024_03,huawei,78,0.756030797958374,0.5329559743404388,True,1971,3211,4,1,3,0.06819989189242143,0.0716428185515392,1.0504828756114255,1.0,0.003442926659117773,0.041724437542750445,0.043957522125261085,1.053519824688413,0.0,0.00223308458251064,0.026475454349670975,0.027685296426278126,1.0456967446385745,1.0,0.0012098420766071503
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-024_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-024_03.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/iphone15pro/arabic-024_03.jpg.npz,arabic-024_03,iphone15pro,79,0.6166219115257263,0.5329559743404388,True,1748,2769,4,1,3,0.06803544968691454,0.12339850214336547,1.8137383189384442,1.0,0.05536305245645093,0.046980380198222725,0.08753227123932321,1.8631665148302603,0.0,0.040551891041100484,0.02105506948869182,0.03586623090404225,1.703448707367371,1.0,0.014811161415350431
dev_val,digital_2,train/attack/digital_2/scan/arabic-024_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-024_03.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/scan/arabic-024_03.jpg.npz,arabic-024_03,scan,74,0.7569901347160339,0.5329559743404388,True,1244,2003,4,1,3,0.06643009761884504,0.11646321470055132,1.7531694047595796,0.0,0.05003311708170628,0.04322776285732174,0.04494942099031871,1.039827601966808,0.0,0.0017216581329969755,0.02320233476152331,0.07151379371023261,3.0821809289996422,0.0,0.04831145894870931
dev_val,digital_1,train/attack/digital_1/huawei/arabic-120_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-120_03.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/huawei/arabic-120_03.jpg.npz,arabic-120_03,huawei,67,0.9735600352287292,0.5329559743404388,True,1964,3181,4,1,3,0.140649739959318,0.6948112731747476,4.940011075567698,1.0,0.5541615332154295,0.11564655467705079,0.5384199102255206,4.655736711993601,0.0,0.42277335554846984,0.02500318528226723,0.1563913629492269,6.254857578491923,1.0,0.13138817766695968
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-120_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-120_03.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/iphone15pro/arabic-120_03.jpg.npz,arabic-120_03,iphone15pro,65,0.9960075616836548,0.5329559743404388,True,1737,2768,4,1,3,0.1316499362730906,0.8631474151758006,6.556383083887819,1.0,0.73149747890271,0.11068390787385067,0.5909576792984833,5.339147222485252,0.0,0.4802737714246326,0.020966028399239937,0.2721897358773173,12.982417589741734,1.0,0.2512237074780774
dev_val,digital_1,train/attack/digital_1/scan/arabic-120_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-120_03.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/scan/arabic-120_03.jpg.npz,arabic-120_03,scan,65,0.9858956933021545,0.5329559743404388,True,1249,1992,5,2,3,0.15609837267404286,0.44424206037523584,2.84591090070414,1.0,0.288143687701193,0.13211573274684005,0.05134392185924385,0.38862836992797056,0.0,-0.08077181088759619,0.023982639927202808,0.392898138515992,16.382605906130422,1.0,0.3689154985887892
dev_val,digital_2,train/attack/digital_2/huawei/arabic-120_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-120_03.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/huawei/arabic-120_03.jpg.npz,arabic-120_03,huawei,67,0.7591396570205688,0.5329559743404388,True,1964,3181,4,1,3,0.08333466720362949,0.29748218812778715,3.5697291188658022,0.0,0.21414752092415767,0.05833148192136226,0.24019723692951966,4.11779761147392,0.0,0.1818657550081574,0.02500318528226723,0.057284951198267486,2.291106135140915,0.0,0.03228176591600025
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-120_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-120_03.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/iphone15pro/arabic-120_03.jpg.npz,arabic-120_03,iphone15pro,65,0.5856477618217468,0.5329559743404388,True,1737,2768,4,1,3,0.0811207783002386,0.3173962035133642,3.9126375530895343,1.0,0.23627542521312556,0.060154749900998665,0.24198593506219693,4.02272364959462,0.0,0.18183118516119826,0.020966028399239937,0.07541026845116724,3.596783664277638,1.0,0.05444424005192731
dev_val,digital_2,train/attack/digital_2/scan/arabic-120_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/arabic-120_03.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/scan/arabic-120_03.jpg.npz,arabic-120_03,scan,65,0.646874725818634,0.5329559743404388,True,1249,1992,4,1,3,0.08644224616641104,0.1290864149347193,1.493325551562062,0.0,0.042644168768308274,0.06245960623920824,0.07786858838833849,1.2467031586801367,0.0,0.015408982149130251,0.023982639927202808,0.05121782654638083,2.1356208783456716,0.0,0.027235186619178023
dev_val,digital_1,train/attack/digital_1/huawei/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_1/huawei/arabic-NF-1048.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/huawei/arabic-NF-1048.jpg.npz,arabic-NF-1048,huawei,55,0.8455728888511658,0.5329559743404388,True,1891,3045,5,2,3,0.19060348952214232,0.3792265950105331,1.9896099277158223,1.0,0.18862310548839076,0.17036971428918765,0.3244841463730844,1.9045881935465423,0.0,0.15411443208389677,0.020233775232954648,0.054742448637448614,2.7054985047125495,1.0,0.03450867340449397
dev_val,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg.npz,arabic-NF-1048,iphone15pro,57,0.9727941155433655,0.5329559743404388,True,1605,2629,5,2,3,0.20357976985670256,0.6986489966992775,3.43181936589794,1.0,0.4950692268425749,0.1812143252412286,0.47265842143775455,2.608283979804366,0.0,0.29144409619652595,0.022365444615473944,0.22599057526152294,10.104452611917548,1.0,0.203625130646049
dev_val,digital_1,train/attack/digital_1/scan/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_1/scan/arabic-NF-1048.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_1/scan/arabic-NF-1048.jpg.npz,arabic-NF-1048,scan,50,0.9912289381027222,0.5329559743404388,True,1248,2005,5,2,3,0.20263763667753693,0.4293951474035458,2.1190295862305906,1.0,0.22675751072600886,0.17950716158322144,0.07228507499481045,0.40268630152284096,0.0,-0.107222086588411,0.023130475094315494,0.3571100724087353,15.438942388887554,1.0,0.33397959731441984
dev_val,digital_2,train/attack/digital_2/huawei/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_2/huawei/arabic-NF-1048.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/huawei/arabic-NF-1048.jpg.npz,arabic-NF-1048,huawei,55,0.6732588410377502,0.5329559743404388,True,1891,3045,5,2,3,0.10836465879774473,0.14480128191574393,1.3362408327793074,0.0,0.036436623117999195,0.0881308835647901,0.12040653066479957,1.3662240272024708,0.0,0.03227564710000948,0.020233775232954648,0.02439475125094436,1.2056450647535488,0.0,0.004160976017989711
dev_val,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1048.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/arabic-NF-1048.jpg,output/trufor_pretrained_policy_c_native/maps/dev_val/train/attack/digital_2/iphone15pro/arabic-NF-1048.jpg.npz,arabic-NF-1048,iphone15pro,57,0.7673935890197754,0.5329559743404388,True,1605,2629,4,1,3,0.10658447771027445,0.4037483322632559,3.788059396047833,1.0,0.29716385455298144,0.0842190330948005,0.3262176787016517,3.8734436470488482,0.0,0.2419986456068512,0.022365444615473944,0.0775306535616042,3.466537549088704,1.0,0.05516520894613025
