evaluation_split,variant,selection_scope,evidence_role,file_stem,hardware_source,image_path,label,epsilon_pixel,epsilon_255,alpha_pixel,alpha_255,pgd_steps,pixel_linf,padding_max_abs_error,saved_clean_probability_attack,clean_probability_attack,saved_probability_abs_error,adv_probability_attack,clean_margin,adv_margin,clean_correct,adv_correct,attack_success,A,E_clean,E_adv,delta_E,relative_E_change,mu_w_clean,mu_w_adv,delta_mu_w,relative_mu_w_change,PG_clean,PG_adv,delta_PG,cam_cosine,cam_tv,clean_zero_cam,adv_zero_cam,clean_content_cam_mass,adv_content_cam_mass
dev_val,digital_1,all_attacks,heldout_primary,persian-NM-1035,iphone15pro,train/attack/digital_1/iphone15pro/persian-NM-1035.jpg,1,0.00784313725490196,2.0,0.00196078431372549,0.5,10,0.007843154482543468,0.0,1.0,0.9998928308486938,0.00010716915130615234,7.456529260707612e-08,9.14093017578125,-16.411590576171875,True,False,True,0.21982373297214508,0.8451984524726868,0.9999593496322632,0.15476089715957642,0.18310598736523082,3.8448917865753174,4.548914432525635,0.7040226459503174,0.18310597151484392,1.0,1.0,0.0,0.7871068716049194,0.5028812289237976,False,False,36402.05859375,10683.18359375
dev_val,digital_1,all_attacks,heldout_primary,portugal-NF-1109,iphone15pro,train/attack/digital_1/iphone15pro/portugal-NF-1109.jpg,1,0.00784313725490196,2.0,0.00196078431372549,0.5,10,0.007843154482543468,0.0,1.0,0.9999991655349731,8.344650268554688e-07,2.0415621970748532e-10,13.990161895751953,-22.312135696411133,True,False,True,0.18605215847492218,0.7916972041130066,0.0,-0.7916972041130066,-1.0,4.255243301391602,0.0,-4.255243301391602,-1.0,1.0,0.0,-1.0,,,False,True,33065.7890625,0.0
dev_val,digital_1,all_attacks,heldout_primary,arabic-120_03,huawei,train/attack/digital_1/huawei/arabic-120_03.jpg,1,0.00784313725490196,2.0,0.00196078431372549,0.5,10,0.007843154482543468,0.0,1.0,0.9999998807907104,1.1920928955078125e-07,1.4643001255976174e-09,16.291847229003906,-20.341888427734375,True,False,True,0.14223414659500122,0.7339920401573181,0.0,-0.7339920401573181,-1.0,5.1604485511779785,0.0,-5.1604485511779785,-1.0,1.0,0.0,-1.0,,,False,True,40049.2890625,0.0
dev_val,digital_1,all_attacks,heldout_primary,chinese-001_03,iphone15pro,train/attack/digital_1/iphone15pro/chinese-001_03.jpg,1,0.00784313725490196,2.0,0.00196078431372549,0.5,10,0.007843154482543468,0.0,1.0,0.9999179840087891,8.20159912109375e-05,8.973236043097188e-11,9.409313201904297,-23.13418960571289,True,False,True,0.1416015625,0.6885372400283813,0.0,-0.6885372400283813,-1.0,4.862497329711914,0.0,-4.862497329711914,-1.0,1.0,0.0,-1.0,,,False,True,42564.78125,0.0
dev_val,digital_1,all_attacks,heldout_primary,chinese-NM-1092,scan,train/attack/digital_1/scan/chinese-NM-1092.jpg,1,0.00784313725490196,2.0,0.00196078431372549,0.5,10,0.007843154482543468,0.0,1.0,0.9999853372573853,1.4662742614746094e-05,1.5031744737825647e-08,11.128219604492188,-18.01310157775879,True,False,True,0.2235330194234848,0.6106332540512085,0.1309567242860794,-0.4796765297651291,-0.7855394814854004,2.731736183166504,0.5858495831489563,-2.1458866000175476,-0.785539472384238,1.0,0.0,-1.0,0.2793855667114258,0.9225660562515259,False,False,40009.3359375,1714.91015625
dev_val,digital_1,all_attacks,heldout_primary,persian-NF-1097,huawei,train/attack/digital_1/huawei/persian-NF-1097.jpg,1,0.00784313725490196,2.0,0.00196078431372549,0.5,10,0.007843154482543468,0.0,0.99951171875,0.9993624091148376,0.00014930963516235352,6.578249611699505e-10,7.357115745544434,-21.14208221435547,True,False,True,0.16073372960090637,0.9275352358818054,0.0,-0.9275352358818054,-1.0,5.770631790161133,0.0,-5.770631790161133,-1.0,1.0,0.0,-1.0,,,False,True,26526.13671875,0.0
dev_val,digital_1,all_attacks,heldout_primary,arabic-NF-1048,huawei,train/attack/digital_1/huawei/arabic-NF-1048.jpg,1,0.00784313725490196,2.0,0.00196078431372549,0.5,10,0.007843154482543468,0.0,1.0,0.9999996423721313,3.5762786865234375e-07,1.0632483338213206e-08,14.80477237701416,-18.359352111816406,True,False,True,0.1932384967803955,0.7824844121932983,0.0,-0.7824844121932983,-1.0,4.049319744110107,0.0,-4.049319744110107,-1.0,1.0,0.0,-1.0,,,False,True,37287.12109375,0.0
dev_val,digital_1,all_attacks,heldout_primary,indian-014_03,huawei,train/attack/digital_1/huawei/indian-014_03.jpg,1,0.00784313725490196,2.0,0.00196078431372549,0.5,10,0.007843154482543468,0.0,0.99951171875,0.9995213747024536,9.655952453613281e-06,3.698237271976268e-10,7.644143104553223,-21.717994689941406,True,False,True,0.11545508354902267,0.5120790004730225,0.0,-0.5120790004730225,-1.0,4.435309410095215,0.0,-4.435309410095215,-1.0,1.0,0.0,-1.0,,,False,True,35114.2265625,0.0
dev_val,digital_1,all_attacks,heldout_primary,persian-NM-1035,scan,train/attack/digital_1/scan/persian-NM-1035.jpg,1,0.00784313725490196,2.0,0.00196078431372549,0.5,10,0.007843154482543468,0.0,0.99951171875,0.9995788931846619,6.717443466186523e-05,2.477394787092635e-07,7.772061347961426,-15.210887908935547,True,False,True,0.22207435965538025,0.937383770942688,0.0,-0.937383770942688,-1.0,4.221035480499268,0.0,-4.221035480499268,-1.0,1.0,0.0,-1.0,,,False,True,26017.0,0.0
dev_val,digital_1,all_attacks,heldout_primary,usa-034_03,huawei,train/attack/digital_1/huawei/usa-034_03.jpg,1,0.00784313725490196,2.0,0.00196078431372549,0.5,10,0.007843154482543468,0.0,1.0,0.9999996423721313,3.5762786865234375e-07,2.13348891504872e-12,14.7531099319458,-26.873262405395508,True,False,True,0.1514929234981537,0.7160604000091553,0.0,-0.7160604000091553,-1.0,4.726691722869873,0.0,-4.726691722869873,-1.0,1.0,0.0,-1.0,,,False,True,37979.5,0.0
