global_order,shard_order,pilot_order,pilot_role,eval_split,variant,hardware_source,file_stem,image_path,cache_path,cache_sha256,clean_score_stage4,native_height,native_width,native_pixels,A_union_stage4,E_union_stage4,mu_union_stage4,PG_union_stage4,estimated_seconds,shard_id,estimated_shard_seconds
394,1,394,full_population,official_test,digital_3,huawei,indian-NF-1096,test/attack/digital_3/huawei/indian-NF-1096.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/indian-NF-1096.jpg,ec04eea0ea898fa5bcf80c37a36bd812c202bf9dcc35b5c10b37bc68e5a05bd6,0.9839550256729126,1975,3215,6349625,0.0349409610803787,0.7059581652097877,20.20431446020589,1.0,849.7371374840004,1,111537.44910914486
418,2,418,full_population,official_test,digital_3,huawei,portugal-004_03,test/attack/digital_3/huawei/portugal-004_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/portugal-004_03.jpg,736534ec46c77d27ec1c5125c3ce0ca81141a10a890972fc82d750dd3ff1ea0c,0.9927278757095336,1982,3201,6344382,0.0340888994389051,0.5056985984363688,14.834700056617914,1.0,849.7371374840004,1,111537.44910914486
449,3,449,full_population,official_test,digital_3,huawei,russian-01_0030_000-0bc18d73_0,test/attack/digital_3/huawei/russian-01_0030_000-0bc18d73_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/russian-01_0030_000-0bc18d73_0.jpg,efdacbc099a93d5adc9f34119c332cf426f9cb52d896a88f8d710979b4f518c2,0.9995515942573548,1982,3202,6346364,0.0211209126989879,0.7453281768444449,35.288634893138806,1.0,849.7371374840004,1,111537.44910914486
466,4,466,full_population,official_test,digital_3,huawei,russian-NM-1027,test/attack/digital_3/huawei/russian-NM-1027.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/russian-NM-1027.jpg,f80f0e2410ebe5db0faf823f167bc57d66e88359f10f301d39260c3aa3f0fae1,0.9999513626098632,1981,3204,6347124,0.0272816475619508,0.9528742765165146,34.92729954643455,1.0,849.7371374840004,1,111537.44910914486
516,5,516,full_population,official_test,digital_3,huawei,ukraine-NF-1068,test/attack/digital_3/huawei/ukraine-NF-1068.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/ukraine-NF-1068.jpg,3181d8a8e71268b6008c676afe5f5ea0cf27b0a79d65a5d2630925c93599c39c,0.9998958110809326,1980,3210,6355800,0.0234217565058686,0.9205750020297508,39.304268311349226,1.0,843.8033844829988,1,111537.44910914486
438,6,438,full_population,official_test,digital_3,huawei,portugal-NF-1060,test/attack/digital_3/huawei/portugal-NF-1060.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/portugal-NF-1060.jpg,7995208de82e820322f0ca87b1236a7576968b0cc1233eaf3849f87679e803e9,0.9983324408531188,1986,3205,6365130,0.0387352654227015,0.6175607519331752,15.943113986544224,1.0,839.6994524699985,1,111537.44910914486
455,7,455,full_population,official_test,digital_3,huawei,russian-123_03,test/attack/digital_3/huawei/russian-123_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/russian-123_03.jpg,c3b3bc371b005ca9e4f73c5a0c64034b777b322f18b6ea9d6a78aefedd668dd1,0.99986732006073,1974,3213,6342462,0.0268017372433607,0.9114644483090066,34.00766301202336,1.0,839.6994524699985,1,111537.44910914486
468,8,468,full_population,official_test,digital_3,huawei,turkiye-01_0035_000-d4764bf3_0,test/attack/digital_3/huawei/turkiye-01_0035_000-d4764bf3_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/turkiye-01_0035_000-d4764bf3_0.jpg,3b560abcf47d3a3bfa2a48f9d99301c079a510f2c5b60e436261ac3e5f6760a7,0.9987573623657228,1982,3209,6360238,0.0266159851250849,0.7349624476526109,27.61357297874073,1.0,839.6994524699985,1,111537.44910914486
501,9,501,full_population,official_test,digital_3,huawei,ukraine-006_03,test/attack/digital_3/huawei/ukraine-006_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/ukraine-006_03.jpg,90bb667a9a02916af8512689f3a435267644353dabac13f8a4710fc142b01c8f,0.9996474981307985,1987,3199,6356413,0.0251717438750439,0.6003397660691048,23.849748712257448,1.0,839.6994524699985,1,111537.44910914486
346,10,346,full_population,official_test,digital_3,huawei,french-019_03,test/attack/digital_3/huawei/french-019_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-019_03.jpg,9c7e907abd058de400db2f9f63c492b582c4575e14835161ae3077d6be6690fe,0.9374869465827942,1978,3225,6379050,0.0315053181900126,0.1954196618882799,6.202751570692887,1.0,836.6538067969996,1,111537.44910914486
353,11,353,full_population,official_test,digital_3,huawei,french-044_03,test/attack/digital_3/huawei/french-044_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-044_03.jpg,9d4086d4f5f4bcdedb4c126d3f408c2352f6887d9d81534163e8db91ea5b0506,0.993889331817627,1980,3221,6377580,0.0274806431279576,0.6008603037931367,21.86485596408212,1.0,836.6538067969996,1,111537.44910914486
