global_order,shard_order,pilot_order,pilot_role,eval_split,variant,hardware_source,file_stem,image_path,cache_path,cache_sha256,clean_score_stage4,native_height,native_width,native_pixels,A_union_stage4,E_union_stage4,mu_union_stage4,PG_union_stage4,estimated_seconds,shard_id,estimated_shard_seconds
420,1,420,full_population,official_test,digital_3,huawei,portugal-017_03,test/attack/digital_3/huawei/portugal-017_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/portugal-017_03.jpg,8f07a1cbaf421d321751782b165042acb5d6243855ddf9a69e1e01564f36c7e7,0.99910706281662,1979,3209,6350611,0.0341990715539024,0.8102430764639708,23.691961203885786,1.0,849.7371374840004,0,111504.82119293288
482,2,482,full_population,official_test,digital_3,huawei,turkiye-086_03,test/attack/digital_3/huawei/turkiye-086_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/turkiye-086_03.jpg,ba6b4439cf50b7b8a716309df9752df1ded7ef2696fe9526d8e5fe8edda8718e,0.996174693107605,1976,3211,6344936,0.0258319390455632,0.8114328658599278,31.411999866858405,1.0,849.7371374840004,0,111504.82119293288
504,3,504,full_population,official_test,digital_3,huawei,ukraine-01_0073_000-d23bdbae_1,test/attack/digital_3/huawei/ukraine-01_0073_000-d23bdbae_1.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/ukraine-01_0073_000-d23bdbae_1.jpg,c13dea11f6c0924f4a167f95e718776e65b9c68b62c8b203f5b2d1880299ba90,0.99986732006073,1977,3211,6348147,0.0224949107196162,0.8745533805900512,38.87783292366714,1.0,849.7371374840004,0,111504.82119293288
511,4,511,full_population,official_test,digital_3,huawei,ukraine-NF-1005,test/attack/digital_3/huawei/ukraine-NF-1005.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/ukraine-NF-1005.jpg,eb099e327b26f1517bf0fc2a2c57656f5224d984e9bb5f7ef34846e7e2d0c95a,0.9998350143432616,1976,3212,6346912,0.0233401692035433,0.9252583367707145,39.642314873631946,1.0,849.7371374840004,0,111504.82119293288
513,5,513,full_population,official_test,digital_3,huawei,ukraine-NF-1021,test/attack/digital_3/huawei/ukraine-NF-1021.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/ukraine-NF-1021.jpg,ac110390c43fa7108ecf7865206fda152d78081a20d3175edb27c591c7d66e01,0.999800741672516,1977,3215,6356055,0.0241509867362695,0.884149092321736,36.609232656897376,1.0,843.8033844829988,0,111504.82119293288
327,6,327,full_population,official_test,digital_3,huawei,chinese-064_03,test/attack/digital_3/huawei/chinese-064_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-064_03.jpg,6ba604f1e29474df3ea0d97e665a7852f0cc023afd4fa80e58b4d1b42fa7b823,0.8142721652984619,1971,3225,6356475,0.0304516260977979,0.0486232338198807,1.596736859428236,1.0,839.6994524699985,0,111504.82119293288
352,7,352,full_population,official_test,digital_3,huawei,french-033_03,test/attack/digital_3/huawei/french-033_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/french-033_03.jpg,cd590aa8bd616d43d9853017c1dee85014b3e8e8fd78ee50696e8926baaa155b,0.9990041851997375,1983,3208,6361464,0.0319662266421691,0.8734239660803365,27.32333646562257,1.0,839.6994524699985,0,111504.82119293288
379,8,379,full_population,official_test,digital_3,huawei,indian-01_0071_000-73870eac_1,test/attack/digital_3/huawei/indian-01_0071_000-73870eac_1.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/indian-01_0071_000-73870eac_1.jpg,905a9ab55d8a5fc894e758d1d495c055955f41dbd17da9dfc756702694dc26bd,0.9992735981941224,1983,3211,6367413,0.0315825281005017,0.8783618616607766,27.81163872840258,1.0,839.6994524699985,0,111504.82119293288
454,9,454,full_population,official_test,digital_3,huawei,russian-082_03,test/attack/digital_3/huawei/russian-082_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/russian-082_03.jpg,c8db843f79210a798530197d47fe9a64c04aab59133dd62d1168510e92e2e7fb,0.998330533504486,1983,3203,6351549,0.0286097139453698,0.6359489572413818,22.228427675149916,1.0,839.6994524699985,0,111504.82119293288
299,10,299,full_population,official_test,digital_3,huawei,arabic-173_03,test/attack/digital_3/huawei/arabic-173_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-173_03.jpg,f71fa14e0c097f590cb5c031c1f6d0308e465f8921819310445f8bb635c7f045,0.9930728077888488,1986,3208,6371088,0.0446625442938474,0.6254200162239223,14.003233047116794,1.0,836.6538067969996,0,111504.82119293288
