digital3_image_path,cache_path,file_stem,traffic_type,variant,hardware_source,label,digital3_assigned_q,source_sha256,digital3_cache_sha256,split,parent_image_path,parent_assigned_q,parent_cache_sha256,parent_membership,controlled_digital3_score,augmented_digital3_score
test/attack/digital_3/huawei/arabic-01_0002_000-c7338db1_1.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-01_0002_000-c7338db1_1.jpg,arabic-01_0002_000-c7338db1_1,attack,digital_3,huawei,1,55,2528c4ab6c2fdda791be65bc231bc910b9f9e368812bd4b0ba8cba7f9ff92ac6,be2a98d12c86cd2ef0afae58a980a65a5b99ed973d7d2d938a31e6356c8ede7e,,,,,outside_frozen_project_split,0.03253173828125,0.0300140380859375
test/attack/digital_3/huawei/arabic-01_0076_000-fd5000df_1.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-01_0076_000-fd5000df_1.jpg,arabic-01_0076_000-fd5000df_1,attack,digital_3,huawei,1,51,105083cf0b63f03dac1805faeb91dc1148e50e8ff2a64827a2c8959c7e60b59b,8e3dd634cb5ad6909d5ff5b3ec675f87eb2aa81c2984fa6d15b6bd3f1a55eecc,,,,,outside_frozen_project_split,0.038909912109375,0.033233642578125
test/attack/digital_3/huawei/arabic-01_0095_000-18471808_1.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-01_0095_000-18471808_1.jpg,arabic-01_0095_000-18471808_1,attack,digital_3,huawei,1,65,f44736bc8825a287c6a7ac6bf181f90756f72888b1ee7ba6da9d9c60ef290a0c,b17c599d1492b7a466ebb615a077da1cbc941f515cf420bf4e405e06c5aac8ad,,,,,outside_frozen_project_split,0.12060546875,0.0287628173828125
test/attack/digital_3/huawei/chinese-01_0003_000-98e8eaef_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0003_000-98e8eaef_0.jpg,chinese-01_0003_000-98e8eaef_0,attack,digital_3,huawei,1,65,dcce9d8fe8168e8f4513c063d5918c930bc4a7e3302218ba8b49317be81b8863,da5af2bc22ae702ce7949c0b96847492dd1c6b21fbdbf56582d8879ead127b50,,,,,outside_frozen_project_split,0.0031414031982421,0.033233642578125
test/attack/digital_3/huawei/chinese-01_0007_000-08f07a73_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0007_000-08f07a73_0.jpg,chinese-01_0007_000-08f07a73_0,attack,digital_3,huawei,1,76,ccb19cdb7c6f61884dfb0c53dd3b91d88c0eddc2b4a50a34100a9d64047c5053,819e1ca2b35a2dc1d8ceac698124a4cd7e0b8a47c80cdeb92bc558e46dc1bbc0,,,,,outside_frozen_project_split,0.0174560546875,0.04986572265625
test/attack/digital_3/huawei/chinese-01_0012_000-48c56e4b_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0012_000-48c56e4b_0.jpg,chinese-01_0012_000-48c56e4b_0,attack,digital_3,huawei,1,77,412b211ca4d9e644abbd1c41a4683e4fd1b3eecca7988fa0f52ba53205cd1cd3,497472bdcec23c281aca03934091beeee21b37a66f0bfb294b46380f02764490,,,,,outside_frozen_project_split,0.06829833984375,0.03289794921875
test/attack/digital_3/huawei/chinese-01_0019_000-06d51424_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0019_000-06d51424_0.jpg,chinese-01_0019_000-06d51424_0,attack,digital_3,huawei,1,58,f6a451e51656cb85345769a10af65adadbd9cbb6c9edee8fc0faa47bed03c1b6,8719aea54ea7520cb4b180264533d0d1b516b829fc2162c8796a6c9e1931e1ef,,,,,outside_frozen_project_split,0.0071754455566406,0.045684814453125
test/attack/digital_3/huawei/chinese-01_0022_000-3b9715ed_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0022_000-3b9715ed_0.jpg,chinese-01_0022_000-3b9715ed_0,attack,digital_3,huawei,1,51,d9f818b783c802295a586308e8eaac7e360204a4af30c48cc2dbb718f5e47f28,6a40c01a145c6fd5f7de32fdaa5e92c45027d58bfb22c44dc5c6bea6fb35125b,,,,,outside_frozen_project_split,0.0039749145507812,0.0309906005859375
test/attack/digital_3/huawei/chinese-01_0028_000-611e103a_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0028_000-611e103a_0.jpg,chinese-01_0028_000-611e103a_0,attack,digital_3,huawei,1,59,f285dc99ed9e6d85578234f10022bd16a4827071126f56525c8755c930fe2b2a,998add40d8802bb62e494134d2aa9fa9c4a58f8e61e34b20c77fa3089aabff7f,,,,,outside_frozen_project_split,0.0032539367675781,0.032562255859375
test/attack/digital_3/huawei/chinese-01_0034_000-9b26d58c_0.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/chinese-01_0034_000-9b26d58c_0.jpg,chinese-01_0034_000-9b26d58c_0,attack,digital_3,huawei,1,54,35afa93491279d92cd534caba65394e6a282767c57171fd9fb0d0df8ba438c25,6ef28337cedba55c2b8b82bbf4983fb56915152de51f76aa6ec2150a829f3c11,,,,,outside_frozen_project_split,0.04046630859375,0.03204345703125
