pair_id,split,variant,file_stem,hardware_source,field_name,assigned_q,parent_probability,attack_probability,probability_delta,parent_margin,attack_margin,margin_delta,feature_shift_norm,attack_axis_projection,attack_axis_cosine,gray_mad_inside,gray_mad_patch,lap_mad_inside,changed_inside_ge2,changed_inside_ge5,annotation_coverage,cos_to_train_global,cos_to_train_d1,cos_to_train_d2,cos_to_train_same_field
234cad47be97e4855879,project_train,digital_1,arabic-003_03,huawei,dob,59,0.0004942994738613991,0.9999995032235801,0.9995052037497187,-7.611874580383301,14.515125274658203,22.126999855041504,20.86446762084961,17.52139408633794,0.8397719225209954,50.40925598144531,5.680407524108887,14.924731254577637,0.9311919382774366,0.8348685246417887,1.0,0.9925603866577148,0.9945724606513977,0.9878972172737122,0.9879698157310486
458d0952ce7adc780d09,project_train,digital_1,arabic-003_03,huawei,doe,59,0.00041642540191867087,0.999999622307305,0.9995831969053863,-7.783386707305908,14.7891845703125,22.572571277618408,21.387968063354492,17.874222420035483,0.835713910133457,42.30491256713867,4.933843612670898,12.435125350952148,0.9388047007886191,0.8388356270295345,1.0,0.9883278608322144,0.9914703369140625,0.9824848771095276,0.9787999987602234
3a8f4392f33b1c084e85,project_train,digital_1,arabic-003_03,huawei,name,59,0.0026673045003617725,0.9999999991277002,0.9973326946273384,-5.924015998840332,20.859888076782227,26.78390407562256,27.0057315826416,21.208990895922586,0.7853514662626296,60.05316162109375,14.038087844848633,13.109945297241211,0.9406803097345132,0.8516834900442478,0.7710843373493976,0.9510450959205627,0.9606416821479797,0.9385005831718445,0.9856281876564026
f70665337fc44cea7fa4,project_train,digital_1,arabic-003_03,iphone15pro,dob,81,0.0011835390373619063,0.9999990745178421,0.9988155354804802,-6.738061904907227,13.892950057983398,20.631011962890625,19.643047332763672,16.33678733537828,0.8316829389363274,58.086971282958984,5.352055072784424,18.382131576538086,0.9426596573208723,0.8631717289719626,1.0,0.9880244135856628,0.9913223385810852,0.9820186495780945,0.9796402454376221
511cf0f5c55adcb71c5c,project_train,digital_1,arabic-003_03,iphone15pro,doe,81,0.0017789519702677815,0.9999963845982359,0.9982174326279681,-6.329950332641602,12.530303955078125,18.860254287719727,18.301921844482422,14.93460252671305,0.816012802022508,45.319847106933594,4.459388732910156,18.001895904541016,0.9469072164948453,0.8650421743205249,1.0,0.9750000834465027,0.9808310866355896,0.9663597941398621,0.9588378071784973
09e7323b33b648fec843,project_train,digital_1,arabic-003_03,iphone15pro,name,81,0.010081407759388473,0.9999999572121023,0.9899185494527138,-4.586929798126221,16.967010498046875,21.553940296173096,22.21873664855957,17.0676135272176,0.7681630957322717,51.48873519897461,11.771726608276367,14.131770133972168,0.9463955965909091,0.8699751420454546,0.8982456140350877,0.935615599155426,0.9463799595832825,0.9218807220458984,0.9780941009521484
32729248406b5484cf8b,project_train,digital_1,arabic-003_03,scan,dob,68,0.00017103856113665942,0.9999880420771103,0.9998170035159737,-8.673450469970703,11.334104537963867,20.00755500793457,18.796676635742188,15.84309930377808,0.8428670456378533,73.07780456542969,4.069890975952148,27.627029418945312,0.9591855882904861,0.9056108087821355,1.0,0.9918868541717529,0.9896095991134644,0.9917428493499756,0.9938649535179138
a6afcec4b4d36d2a3ddc,project_train,digital_1,arabic-003_03,scan,doe,68,0.0005362702547891214,0.9999999998716351,0.999463729616846,-7.530335903167725,22.77614402770996,30.306479930877686,29.420856475830078,23.99836316343681,0.8156922006384153,82.24720001220703,7.526553630828857,28.09933090209961,0.945293857711003,0.881661511268228,1.0,0.9758521318435669,0.9805487990379333,0.9684045314788818,0.9614143967628479
47efad25d18c4f7cc242,project_train,digital_1,arabic-003_03,scan,name,68,0.002829510311502826,0.9999999999832614,0.9971704896717586,-5.864818096160889,24.81329917907715,30.678117275238037,31.6007022857666,24.292646365425178,0.7687375472147948,55.748966217041016,7.819917678833008,23.887374877929688,0.9433997509339975,0.8599937733499378,1.0,0.9304816722869873,0.9415743350982666,0.916414201259613,0.9739218950271606
752b4f4f337ec568f043,project_train,digital_2,arabic-003_03,huawei,dob,59,0.0004942994738613991,0.999999088984266,0.9995047895104047,-7.611874580383301,13.90870475769043,21.52057933807373,20.20514678955078,17.04119645767423,0.8434086935951978,53.76544189453125,6.003029823303223,15.680216789245605,0.910880176350181,0.7941662730278696,1.0,0.9929502606391907,0.9916957020759583,0.9917266964912415,0.990502119064331
9511c5dad9db7aa3df5b,project_train,digital_2,arabic-003_03,huawei,doe,59,0.00041642540191867087,0.9999998958423539,0.9995834704404353,-7.783386707305908,16.077360153198242,23.86074686050415,22.660634994506836,18.894271780003123,0.833792688712531,57.69416809082031,6.445082664489746,16.275808334350586,0.8960878305241998,0.7658883562702954,1.0,0.9876136183738708,0.9886672496795654,0.9839725494384766,0.9778013825416565
