digital3_image_path,cache_path,file_stem,traffic_type,variant,hardware_source,label,digital3_assigned_q,source_sha256,digital3_cache_sha256,split,parent_image_path,parent_assigned_q,parent_cache_sha256,parent_membership,controlled_parent_score,controlled_digital3_score,controlled_delta,augmented_parent_score,augmented_digital3_score,augmented_delta
test/attack/digital_3/huawei/arabic-003_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-003_03.jpg,arabic-003_03,attack,digital_3,huawei,1,59,8bfe740176267288fed84e51bc8ede0f285c7c7c5beb20a3fab66733fea1bc2e,11d55f77ef627ad5c04472a4bc308a48fda6829f5e665ee9d6c3f26deba2aea6,project_train,train/bonafide/huawei/arabic-003_03.jpg,59.0,e3a2a6bea104dc6219350a0b606b893f5c03d15ff91a2c0d19c0b7978e8cce36,matched_project,0.0053520202636718,0.0300140380859375,0.0246620178222657,0.0255126953125,0.121826171875,0.0963134765625
test/attack/digital_3/huawei/arabic-005_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-005_03.jpg,arabic-005_03,attack,digital_3,huawei,1,90,1426c060068c266ba8ee81c034a4c39358c52ca32dfd2052986868abd5f806d7,6712673802051ad9684c4187524d7399040f8edc871e672ebf8215f1433b7b86,project_train,train/bonafide/huawei/arabic-005_03.jpg,90.0,7d021be46ea1d0521b8c36a6be860dea72cfc66324a18a3f407d738465b50262,matched_project,0.0150146484375,0.0172882080078125,0.0022735595703125,0.0287322998046875,0.0286865234375,-4.57763671875e-05
test/attack/digital_3/huawei/arabic-024_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-024_03.jpg,arabic-024_03,attack,digital_3,huawei,1,78,d98c9bda15cb6ab6214a53b390f6dc0f7117c24d6232e73fccaca83a8260d8a2,e2695a5019f3566b9ec64febe790aa6c31b7b2bcbfd5a9be702e6d75a384cfa6,dev_val,train/bonafide/huawei/arabic-024_03.jpg,78.0,6a6bc925fd180ffdc52cbd2b9ff6b175552b3b1c9a79dc2a1b934b38e23727be,matched_project,0.0142822265625,0.0192413330078125,0.0049591064453125,0.0256195068359375,0.02978515625,0.0041656494140625
test/attack/digital_3/huawei/arabic-112_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-112_03.jpg,arabic-112_03,attack,digital_3,huawei,1,67,a123e993ae889c585839eb6a7bc0a5a5bbe7d4a78be2b6d65770f488d7d60423,118921046a9bab275cf47dc1c87a552dbb547317600092e076b175c8a6d4bac2,project_train,train/bonafide/huawei/arabic-112_03.jpg,67.0,0285cc4a7ef82f48996a2c54a6fea31890442e6292567dff222e26e81578d23d,matched_project,0.0041351318359375,0.044708251953125,0.0405731201171875,0.0260772705078125,0.028167724609375,0.0020904541015625
test/attack/digital_3/huawei/arabic-120_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-120_03.jpg,arabic-120_03,attack,digital_3,huawei,1,67,a688bc5fcacdf35da3d1b16a3416a3d7638bdedc7f1948b097d7e518ed29bca4,5cf6b59d26a2707f6340d9440847ed5b7fe71c7dec341efd4c5646485eb4fdde,dev_val,train/bonafide/huawei/arabic-120_03.jpg,67.0,921aea4ad2ebc7ab7980776689d99ab55a3cb38ef47bb75a4dac1750d901220b,matched_project,0.0034160614013671,0.023193359375,0.0197772979736329,0.0246124267578125,0.0261383056640625,0.00152587890625
test/attack/digital_3/huawei/arabic-131_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-131_03.jpg,arabic-131_03,attack,digital_3,huawei,1,59,fd2f4ed41056a029d014ce6607a4ddc790e42aa76dded740e37128e1767e5cad,b808cc704819853dc216c325448ff9fb96bcf31b9488886ec3d34f2c073be1b3,project_train,train/bonafide/huawei/arabic-131_03.jpg,59.0,7c8d85f8a9373ebe6ac147fc42af2594770c4712016573221d90fb258e954873,matched_project,0.0028457641601562,0.0135574340820312,0.010711669921875,0.0266265869140625,0.0271759033203125,0.00054931640625
test/attack/digital_3/huawei/arabic-139_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-139_03.jpg,arabic-139_03,attack,digital_3,huawei,1,83,af08665cbb489b16df055ada1c06348a4218a6e4cfe01393cb9f60a16f032ae2,b34ef57848301e135d367aa6745dd0a3c1bc977381ccd78d95958bda49aed711,project_train,train/bonafide/huawei/arabic-139_03.jpg,83.0,a28b89839d5c24297ee894db5341bfb072db57c2e2ecde13d70209700df4a44f,matched_project,0.0041084289550781,0.0071640014648437,0.0030555725097656,0.0233306884765625,0.024444580078125,0.0011138916015625
test/attack/digital_3/huawei/arabic-173_03.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-173_03.jpg,arabic-173_03,attack,digital_3,huawei,1,66,13e27cb243f1a26bcf709cc90b22d56ebdf6573405c0fea0ba5ffd9aa5576e7a,f71fa14e0c097f590cb5c031c1f6d0308e465f8921819310445f8bb635c7f045,project_train,train/bonafide/huawei/arabic-173_03.jpg,66.0,63f19bb055b6051be5d03ca1f3bf35f5725cc1234b6706adfc39a592a6ac1b5e,matched_project,0.0020751953125,0.0064888000488281,0.0044136047363281,0.0235748291015625,0.0240020751953125,0.00042724609375
test/attack/digital_3/huawei/arabic-NF-1003.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1003.jpg,arabic-NF-1003,attack,digital_3,huawei,1,66,5e4963b52f206903f575a215d5cc10458f0745d93e61f9826d48c2ad3547ad33,70b92d6873d4c8df3708e53230372f8db1685eefca99a2ec41f16efc00a63352,project_train,train/bonafide/huawei/arabic-NF-1003.jpg,66.0,f70bab29c7a0e4ba8fd50bd0a12240408223e1f8deef84464923ef5150b2a6f7,matched_project,0.0154266357421875,0.475341796875,0.4599151611328125,0.02606201171875,0.0274810791015625,0.0014190673828125
test/attack/digital_3/huawei/arabic-NF-1012.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1012.jpg,arabic-NF-1012,attack,digital_3,huawei,1,73,e5770e814fc1f967720f8978f597fcee76d576e37283e12f0f80480dc48fffdf,cea053df1bbf61db2e70b96850b4853bd9edb198e25f71aeeef809bec5a49736,project_train,train/bonafide/huawei/arabic-NF-1012.jpg,73.0,988653e709a88bcb390ba5c7b6915075e9777ddb679fe8f034323a92284ccefb,matched_project,0.0083770751953125,0.0748291015625,0.0664520263671875,0.023712158203125,0.02520751953125,0.001495361328125
test/attack/digital_3/huawei/arabic-NF-1030.jpg,data/processed/policy_c_official_test/test/attack/digital_3/huawei/arabic-NF-1030.jpg,arabic-NF-1030,attack,digital_3,huawei,1,80,95fd677566705d7948b98922aad0c0e5dfd11852089ceef68b4228ad34b73c79,c6a96ee5b9f1204f6a78339ac9d911ef76710a61c90f74a6bd545a9ce8c8f806,project_train,train/bonafide/huawei/arabic-NF-1030.jpg,80.0,a76e5eac69846ac58c6215c376b433209d1c33b6254bdf9e0278db691253483f,matched_project,0.0066413879394531,0.039794921875,0.0331535339355469,0.031402587890625,0.031494140625,9.1552734375e-05
