split,image_path,file_stem,traffic_type,label,variant,hardware_source,policy,assigned_q,jpeg_quality,q_luma_mean,q_chroma_mean,sampling,lattice_q75_mean,lattice_q75_p90,lattice_current_mean,lattice_current_p90,blockiness_h,blockiness_v,recompress_current_mae,model_score
project_train,train/attack/digital_1/huawei/arabic-003_03.jpg,arabic-003_03,attack,1,digital_1,huawei,A_raw,,75,29.03125,43.4375,2,0.01509041822243006,0.03830382146618582,0.01509041822243006,0.03830382146618582,1.1650800704956055,1.069319725036621,0.0016466776141896844,0.9996929060650611
project_train,train/attack/digital_1/huawei/arabic-003_03.jpg,arabic-003_03,attack,1,digital_1,huawei,B_common_q75,75.0,75,29.03125,43.4375,2,0.01506838948825589,0.038310703906145965,0.01506838948825589,0.038310703906145965,1.1656150817871094,1.0695772171020508,0.0006561279296875,0.4777394859926527
project_train,train/attack/digital_1/huawei/arabic-003_03.jpg,arabic-003_03,attack,1,digital_1,huawei,C_q75_then_q50_90,59.0,59,47.203125,70.40625,2,0.04474611786835094,0.10421302928810987,0.010088807559559895,0.024906186163425447,1.0595943927764893,0.8717982769012451,0.0031954448204487562,0.49649708500411777
project_train,train/attack/digital_1/iphone15pro/arabic-003_03.jpg,arabic-003_03,attack,1,digital_1,iphone15pro,A_raw,,75,29.03125,43.4375,2,0.023736623673099463,0.057191303798130574,0.023736623673099463,0.057191303798130574,1.5394821166992188,1.0579724311828613,0.019827524200081825,0.9996454525680586
project_train,train/attack/digital_1/iphone15pro/arabic-003_03.jpg,arabic-003_03,attack,1,digital_1,iphone15pro,B_common_q75,75.0,75,29.03125,43.4375,2,0.02377562496568251,0.05722438952861644,0.02377562496568251,0.05722438952861644,1.5400266647338867,1.0583043098449707,0.0078061423264443874,0.5839755977316925
project_train,train/attack/digital_1/iphone15pro/arabic-003_03.jpg,arabic-003_03,attack,1,digital_1,iphone15pro,C_q75_then_q50_90,81.0,81,21.84375,32.984375,2,0.0509038821253431,0.22376803954442337,0.02991801970597351,0.07331220388412499,1.931504249572754,1.3922772407531738,0.0281244907528162,0.48012171690189964
project_train,train/attack/digital_1/scan/arabic-003_03.jpg,arabic-003_03,attack,1,digital_1,scan,A_raw,,75,29.03125,43.4375,2,0.029815098330120113,0.07745340237250688,0.029815098330120113,0.07745340237250688,1.4129581451416016,1.2967419624328613,0.14172489941120148,0.9995201109614723
project_train,train/attack/digital_1/scan/arabic-003_03.jpg,arabic-003_03,attack,1,digital_1,scan,B_common_q75,75.0,75,29.03125,43.4375,2,0.02971295926701392,0.07744639286628131,0.02971295926701392,0.07744639286628131,1.4138264656066895,1.294097900390625,0.083953857421875,0.23419050234291353
project_train,train/attack/digital_1/scan/arabic-003_03.jpg,arabic-003_03,attack,1,digital_1,scan,C_q75_then_q50_90,68.0,68,36.90625,54.765625,2,0.0595165945089958,0.2399418195088703,0.023936418727426186,0.062499995032946266,1.0259580612182617,0.9097323417663574,0.0545756034553051,0.41879086199555493
project_train,train/attack/digital_2/huawei/arabic-003_03.jpg,arabic-003_03,attack,1,digital_2,huawei,A_raw,,75,29.03125,43.4375,2,0.015229958782653449,0.038400513430436455,0.015229958782653449,0.038400513430436455,1.16697359085083,1.070894718170166,0.001491546630859375,0.9996922748477888
project_train,train/attack/digital_2/huawei/arabic-003_03.jpg,arabic-003_03,attack,1,digital_2,huawei,B_common_q75,75.0,75,29.03125,43.4375,2,0.015207930048479281,0.03840303421020508,0.015207930048479281,0.03840303421020508,1.1675028800964355,1.0711398124694824,0.0010083516826853156,0.47170819628066163
project_train,train/attack/digital_2/huawei/arabic-003_03.jpg,arabic-003_03,attack,1,digital_2,huawei,C_q75_then_q50_90,59.0,59,47.203125,70.40625,2,0.04531973508337043,0.10887678861618036,0.010230785204294171,0.024999998013178506,1.0645699501037598,0.8834495544433594,0.0044428505934774876,0.4915805657570707
project_train,train/attack/digital_2/iphone15pro/arabic-003_03.jpg,arabic-003_03,attack,1,digital_2,iphone15pro,A_raw,,75,29.03125,43.4375,2,0.023779783039925742,0.05792863179857913,0.023779783039925742,0.05792863179857913,1.5549497604370117,1.0778007507324219,0.020501455292105675,0.9996639646157502
project_train,train/attack/digital_2/iphone15pro/arabic-003_03.jpg,arabic-003_03,attack,1,digital_2,iphone15pro,B_common_q75,75.0,75,29.03125,43.4375,2,0.023818487163260023,0.05801369178862804,0.023818487163260023,0.05801369178862804,1.5555953979492188,1.0782551765441895,0.008288065902888775,0.5771986563522317
project_train,train/attack/digital_2/iphone15pro/arabic-003_03.jpg,arabic-003_03,attack,1,digital_2,iphone15pro,C_q75_then_q50_90,81.0,81,21.84375,32.984375,2,0.0514986180122198,0.22674582345145086,0.030240738636589416,0.07425216436386103,1.952314853668213,1.4094767570495605,0.029575347900390625,0.47838175884420026
project_train,train/attack/digital_2/scan/arabic-003_03.jpg,arabic-003_03,attack,1,digital_2,scan,A_raw,,75,29.03125,43.4375,2,0.03000293867275713,0.07787116851125442,0.03000293867275713,0.07787116851125442,1.3644437789916992,1.2987861633300781,0.1301116943359375,0.9994755738180522
project_train,train/attack/digital_2/scan/arabic-003_03.jpg,arabic-003_03,attack,1,digital_2,scan,B_common_q75,75.0,75,29.03125,43.4375,2,0.02992165078900938,0.07775346040725709,0.02992165078900938,0.07775346040725709,1.3653440475463867,1.2961745262145996,0.07996495813131332,0.2550665717014437
project_train,train/attack/digital_2/scan/arabic-003_03.jpg,arabic-003_03,attack,1,digital_2,scan,C_q75_then_q50_90,68.0,68,36.90625,54.765625,2,0.0599835699201885,0.24166424274444526,0.024094079834938657,0.06295640766620633,0.9736142158508301,0.9104609489440918,0.049549102783203125,0.40344374901127694
project_train,train/bonafide/huawei/arabic-003_03.jpg,arabic-003_03,bonafide,0,,huawei,A_raw,,95,5.765625,8.71875,2,0.07154145127266497,0.262566602230072,0.08172091487398675,0.23044323921203613,0.2543070316314697,0.22029972076416016,0.016780853271484375,0.0007341389581471787
project_train,train/bonafide/huawei/arabic-003_03.jpg,arabic-003_03,bonafide,0,,huawei,B_common_q75,75.0,75,29.03125,43.4375,2,0.015561991642051172,0.03931688821160947,0.015561991642051172,0.03931688821160947,1.1205699443817139,1.059767246246338,0.001865386962890625,0.4939470787642268
project_train,train/bonafide/huawei/arabic-003_03.jpg,arabic-003_03,bonafide,0,,huawei,C_q75_then_q50_90,59.0,59,47.203125,70.40625,2,0.04573026654066149,0.11451846063137047,0.010643388449272064,0.025356403655476038,1.024376630783081,0.9087014198303223,0.0059878029860556126,0.47076730750905704
project_train,train/bonafide/iphone15pro/arabic-003_03.jpg,arabic-003_03,bonafide,0,,iphone15pro,A_raw,,95,5.765625,8.71875,2,0.09501296616819963,0.3399678325653076,0.09624021923541656,0.2761777877807617,0.31205224990844727,0.11202001571655273,0.1435343474149704,9.728699358598916e-05
project_train,train/bonafide/iphone15pro/arabic-003_03.jpg,arabic-003_03,bonafide,0,,iphone15pro,B_common_q75,75.0,75,29.03125,43.4375,2,0.02393924290849395,0.057822199910879134,0.02393924290849395,0.057822199910879134,1.519254207611084,1.0622320175170898,0.0139401750639081,0.5551970156622571
project_train,train/bonafide/iphone15pro/arabic-003_03.jpg,arabic-003_03,bonafide,0,,iphone15pro,C_q75_then_q50_90,81.0,81,21.84375,32.984375,2,0.05238692396694462,0.22916809717814124,0.030717360885982422,0.07516039784138022,1.9153656959533691,1.3887457847595215,0.026518503203988075,0.46866789574895895
project_train,train/bonafide/scan/arabic-003_03.jpg,arabic-003_03,bonafide,0,,scan,A_raw,,95,5.765625,8.71875,2,0.08917455897396688,0.32292265494664507,0.10558511057281877,0.29840750396251675,0.21474266052246094,0.21816158294677734,0.2817726135253906,9.324273900218063e-05
project_train,train/bonafide/scan/arabic-003_03.jpg,arabic-003_03,bonafide,0,,scan,B_common_q75,75.0,75,29.03125,43.4375,2,0.02936025301777899,0.07715845108032232,0.02936025301777899,0.07715845108032232,1.3658909797668457,1.2599921226501465,0.10630544275045395,0.17511066255251947
project_train,train/bonafide/scan/arabic-003_03.jpg,arabic-003_03,bonafide,0,,scan,C_q75_then_q50_90,68.0,68,36.90625,54.765625,2,0.060242171194839024,0.24370419979095456,0.023644295838381523,0.062499995032946266,0.9784598350524902,0.8670792579650879,0.06351598352193832,0.42579761692390095
project_train,train/attack/digital_1/huawei/arabic-005_03.jpg,arabic-005_03,attack,1,digital_1,huawei,A_raw,,75,29.03125,43.4375,2,0.014755409457388824,0.03676470588235294,0.014755409457388824,0.03676470588235294,1.174647569656372,1.0412023067474365,0.0052553811110556126,0.9996914764438859
project_train,train/attack/digital_1/huawei/arabic-005_03.jpg,arabic-005_03,attack,1,digital_1,huawei,B_common_q75,75.0,75,29.03125,43.4375,2,0.014673753694124388,0.03664860203862189,0.014673753694124388,0.03664860203862189,1.1743285655975342,1.0412342548370361,0.0015271505108103156,0.4722744175521151
project_train,train/attack/digital_1/huawei/arabic-005_03.jpg,arabic-005_03,attack,1,digital_1,huawei,C_q75_then_q50_90,90.0,90,11.5,17.34375,2,0.019772171762986457,0.046289866226060045,0.03568903002027345,0.09483472208181999,1.1524224281311035,1.1420164108276367,0.00948333740234375,0.4771094969162904
project_train,train/attack/digital_1/iphone15pro/arabic-005_03.jpg,arabic-005_03,attack,1,digital_1,iphone15pro,A_raw,,75,29.03125,43.4375,2,0.024120079213894908,0.05887170813300393,0.024120079213894908,0.05887170813300393,1.4618077278137207,1.1224026679992676,0.013348896987736225,0.9996341969802516
project_train,train/attack/digital_1/iphone15pro/arabic-005_03.jpg,arabic-005_03,attack,1,digital_1,iphone15pro,B_common_q75,75.0,75,29.03125,43.4375,2,0.024150006114394218,0.05901728987693788,0.024150006114394218,0.05901728987693788,1.4618768692016602,1.1225333213806152,0.0042902627028524876,0.5812741323722905
